crop_file,true_label,pred_label,logits,softmax,goodness
00052069.npy,0,1,"[-0.512677788734436, -0.2609877288341522]","[0.43740758299827576, 0.5625924468040466]",0.5625924468040466
00034857.npy,0,1,"[-0.3355286717414856, 0.04427218437194824]","[0.4061749279499054, 0.5938250422477722]",0.5938250422477722
00059905.npy,0,1,"[-0.40477877855300903, -0.014567762613296509]","[0.40366652607917786, 0.5963335037231445]",0.5963335037231445
00055871.npy,1,1,"[-0.9628498554229736, -0.5069732666015625]","[0.38796448707580566, 0.6120355129241943]",0.6120355129241943
00055673.npy,0,1,"[-0.9795739650726318, -0.5137386322021484]","[0.3856024146080017, 0.6143975257873535]",0.6143975257873535
00002706.npy,1,1,"[-0.6859347820281982, -0.1770763397216797]","[0.3754611611366272, 0.6245388388633728]",0.6245388388633728
00018730.npy,1,1,"[-0.14211112260818481, 0.08071362972259521]","[0.4445231556892395, 0.5554768443107605]",0.5554768443107605
00008579.npy,1,1,"[-0.4693387448787689, -0.15386775135993958]","[0.42177993059158325, 0.5782201290130615]",0.5782201290130615
00058797.npy,0,1,"[-0.11143988370895386, -0.08635514974594116]","[0.4937291443347931, 0.5062708854675293]",0.5062708854675293
00059496.npy,0,1,"[-0.7392282485961914, 0.05484381318092346]","[0.3112950026988983, 0.6887050271034241]",0.6887050271034241
00020001.npy,1,1,"[-0.45621466636657715, -0.10930800437927246]","[0.4141327738761902, 0.5858672857284546]",0.5858672857284546
00018876.npy,1,1,"[-0.24976041913032532, 0.07774975895881653]","[0.41884657740592957, 0.5811534523963928]",0.5811534523963928
00006224.npy,0,1,"[-0.08937840908765793, 0.17623429000377655]","[0.4339844882488251, 0.5660155415534973]",0.5660155415534973
00008306.npy,0,1,"[-0.5152581930160522, -0.112550288438797]","[0.4006619155406952, 0.5993381142616272]",0.5993381142616272
00061365.npy,1,1,"[-0.6841168403625488, -0.4339159429073334]","[0.43777409195899963, 0.5622259378433228]",0.5622259378433228
00009878.npy,1,1,"[-0.15448126196861267, 0.14486776292324066]","[0.4257166385650635, 0.5742833614349365]",0.5742833614349365
00032324.npy,0,1,"[-0.04168485105037689, 0.13687103986740112]","[0.455479234457016, 0.5445207357406616]",0.5445207357406616
00030464.npy,1,1,"[-0.3857784569263458, -0.08408790826797485]","[0.4251442849636078, 0.5748557448387146]",0.5748557448387146
00064720.npy,0,1,"[-0.15067528188228607, 0.12112942337989807]","[0.4324640929698944, 0.5675358772277832]",0.5675358772277832
00003757.npy,1,1,"[-0.40809130668640137, 0.09181153029203415]","[0.3775635361671448, 0.6224365234375]",0.6224365234375
00022125.npy,0,1,"[-0.3911794424057007, 0.03797122836112976]","[0.3943291902542114, 0.6056708693504333]",0.6056708693504333
00060989.npy,1,1,"[-0.7232363224029541, -0.271028071641922]","[0.3888359069824219, 0.6111641526222229]",0.6111641526222229
00002404.npy,1,1,"[-0.5540117025375366, -0.22749143838882446]","[0.4190875291824341, 0.5809124112129211]",0.5809124112129211
00059364.npy,1,1,"[-0.5687102675437927, -0.20301657915115356]","[0.4095819592475891, 0.5904180407524109]",0.5904180407524109
00007713.npy,1,1,"[-0.22644613683223724, -0.1650746762752533]","[0.4846619665622711, 0.5153380632400513]",0.5153380632400513
00031207.npy,0,1,"[-0.143055260181427, 0.3018234968185425]","[0.39057910442352295, 0.609420895576477]",0.609420895576477
00064300.npy,0,1,"[-0.5410343408584595, -0.07548913359642029]","[0.3856711685657501, 0.6143288016319275]",0.6143288016319275
00020497.npy,0,1,"[-0.1932416409254074, 0.09336013346910477]","[0.42883604764938354, 0.5711640119552612]",0.5711640119552612
00066189.npy,0,1,"[-0.33096417784690857, 0.06654055416584015]","[0.40191200375556946, 0.5980880260467529]",0.5980880260467529
00017600.npy,0,1,"[-0.055212900042533875, 0.25668710470199585]","[0.4226510226726532, 0.5773489475250244]",0.5773489475250244
00002316.npy,1,1,"[-0.08031992614269257, 0.1522991955280304]","[0.4421060383319855, 0.5578939318656921]",0.5578939318656921
00007385.npy,0,1,"[-0.12341360002756119, 0.2710350453853607]","[0.40264686942100525, 0.5973531603813171]",0.5973531603813171
00038761.npy,1,1,"[0.0985836386680603, 0.3723610043525696]","[0.4319799542427063, 0.5680199861526489]",0.5680199861526489
00057348.npy,1,1,"[-0.06996648013591766, 0.0731012225151062]","[0.4642939567565918, 0.5357060432434082]",0.5357060432434082
00030672.npy,1,1,"[-0.15577082335948944, 0.13863921165466309]","[0.42692455649375916, 0.5730754137039185]",0.5730754137039185
00008153.npy,1,1,"[-0.3776635527610779, -2.0444393157958984e-05]","[0.40669548511505127, 0.5933045148849487]",0.5933045148849487
00059909.npy,0,1,"[-0.2698649764060974, -0.0011880844831466675]","[0.4332319498062134, 0.5667680501937866]",0.5667680501937866
00009327.npy,0,1,"[-0.028851613402366638, 0.29591184854507446]","[0.41951531171798706, 0.5804847478866577]",0.5804847478866577
00041258.npy,0,1,"[0.3751371204853058, 0.4334121346473694]","[0.4854353666305542, 0.5145646333694458]",0.5145646333694458
00002771.npy,1,1,"[-0.7341333627700806, -0.23284971714019775]","[0.37723904848098755, 0.6227609515190125]",0.6227609515190125
00052589.npy,1,1,"[-0.2076629251241684, 0.171455979347229]","[0.40633946657180786, 0.5936605930328369]",0.5936605930328369
00022138.npy,0,1,"[-0.15558941662311554, 0.08493946492671967]","[0.4401559829711914, 0.5598439574241638]",0.5598439574241638
00062143.npy,1,1,"[0.10397279262542725, 0.2292328178882599]","[0.46872586011886597, 0.531274139881134]",0.531274139881134
00036378.npy,1,1,"[-0.17639794945716858, 0.01548697054386139]","[0.45217543840408325, 0.5478246212005615]",0.5478246212005615
00067126.npy,1,1,"[-0.1468827873468399, 0.17130130529403687]","[0.4211183488368988, 0.5788816213607788]",0.5788816213607788
00066892.npy,1,1,"[-0.13536709547042847, 0.11933532357215881]","[0.4366663992404938, 0.5633335709571838]",0.5633335709571838
00041868.npy,0,1,"[0.04240193963050842, 0.0743224024772644]","[0.4920205771923065, 0.5079794526100159]",0.5079794526100159
00011092.npy,1,1,"[-0.4469732940196991, -0.017283722758293152]","[0.39420047402381897, 0.6057995557785034]",0.6057995557785034
00022654.npy,1,1,"[-0.6182035207748413, -0.13741695880889893]","[0.38206639885902405, 0.6179335713386536]",0.6179335713386536
00058049.npy,0,1,"[-0.20601916313171387, 0.10892663151025772]","[0.4219079911708832, 0.5780919790267944]",0.5780919790267944
00006038.npy,1,1,"[-0.41567128896713257, -0.023894518613815308]","[0.40328967571258545, 0.5967103838920593]",0.5967103838920593
00009561.npy,0,1,"[-0.11047197133302689, 0.15969201922416687]","[0.43286681175231934, 0.5671331882476807]",0.5671331882476807
00034399.npy,1,1,"[-0.8387041091918945, -0.36606159806251526]","[0.383991003036499, 0.616008996963501]",0.616008996963501
00017562.npy,0,1,"[-0.09964579343795776, 0.14796213805675507]","[0.4384123682975769, 0.5615876913070679]",0.5615876913070679
00023985.npy,0,1,"[-0.257581889629364, -0.09382334351539612]","[0.45915162563323975, 0.5408483743667603]",0.5408483743667603
00051659.npy,1,1,"[-0.37171000242233276, -0.12043267488479614]","[0.437509149312973, 0.5624908208847046]",0.5624908208847046
00038456.npy,1,1,"[0.21762165427207947, 0.3571564853191376]","[0.46517279744148254, 0.5348272323608398]",0.5348272323608398
00034958.npy,0,1,"[0.06155948340892792, 0.3343205153942108]","[0.4322293996810913, 0.5677706003189087]",0.5677706003189087
00018640.npy,1,1,"[-0.9388396739959717, -0.28901389241218567]","[0.34302881360054016, 0.6569712162017822]",0.6569712162017822
00022408.npy,0,1,"[-0.02392539381980896, 0.09822950512170792]","[0.4694992005825043, 0.5305008292198181]",0.5305008292198181
00058309.npy,1,1,"[-0.6784877777099609, -0.25535526871681213]","[0.3957673907279968, 0.6042325496673584]",0.6042325496673584
00051384.npy,0,1,"[-0.7564510107040405, -0.26442092657089233]","[0.37941548228263855, 0.6205845475196838]",0.6205845475196838
00036190.npy,1,1,"[-0.5818736553192139, -0.10249558091163635]","[0.3823990225791931, 0.6176009774208069]",0.6176009774208069
00036657.npy,1,1,"[-0.7117162942886353, -0.33349528908729553]","[0.40655601024627686, 0.5934439301490784]",0.5934439301490784
00019156.npy,0,1,"[-0.42915043234825134, 0.02413003146648407]","[0.3885810971260071, 0.6114189028739929]",0.6114189028739929
00006045.npy,1,1,"[-0.7870041131973267, -0.2663227617740631]","[0.37269291281700134, 0.6273070573806763]",0.6273070573806763
00059051.npy,1,1,"[-0.10836434364318848, 0.10704806447029114]","[0.4463542103767395, 0.5536458492279053]",0.5536458492279053
00041094.npy,1,1,"[-0.7912470102310181, -0.6338710784912109]","[0.46073704957962036, 0.5392630100250244]",0.5392630100250244
00018719.npy,1,1,"[-0.6667710542678833, -0.024542897939682007]","[0.3447430431842804, 0.6552569270133972]",0.6552569270133972
00057232.npy,0,1,"[-0.08978375047445297, 0.32391366362571716]","[0.39802590012550354, 0.6019741296768188]",0.6019741296768188
00051341.npy,0,1,"[-0.05067569762468338, 0.012337103486061096]","[0.484252005815506, 0.5157479643821716]",0.5157479643821716
00032346.npy,1,1,"[-0.12334388494491577, -0.04892900586128235]","[0.4814048409461975, 0.5185950994491577]",0.5185950994491577
00022200.npy,0,1,"[-0.034708648920059204, 0.2674811780452728]","[0.4250222444534302, 0.5749777555465698]",0.5749777555465698
00033777.npy,1,1,"[-0.3285236060619354, 0.041440531611442566]","[0.4085496664047241, 0.5914502739906311]",0.5914502739906311
00033760.npy,1,1,"[-0.07609694451093674, 0.15348373353481293]","[0.4428556263446808, 0.5571444034576416]",0.5571444034576416
00009918.npy,1,1,"[-0.5897178053855896, 0.03295227885246277]","[0.3491744101047516, 0.650825560092926]",0.650825560092926
00030506.npy,1,1,"[-0.7009634971618652, -0.13441455364227295]","[0.36203351616859436, 0.637966513633728]",0.637966513633728
00037628.npy,1,1,"[-0.5928665995597839, -0.1888638436794281]","[0.40035101771354675, 0.5996489524841309]",0.5996489524841309
00065043.npy,0,1,"[0.02167394757270813, 0.17121993005275726]","[0.4626830220222473, 0.5373169779777527]",0.5373169779777527
00058070.npy,1,1,"[-0.23398077487945557, 0.07946860790252686]","[0.42227301001548767, 0.5777269601821899]",0.5777269601821899
00004726.npy,1,1,"[-0.34862715005874634, 0.17612119019031525]","[0.3717425763607025, 0.6282573938369751]",0.6282573938369751
00063205.npy,1,1,"[-0.08401873707771301, 0.26240330934524536]","[0.41425034403800964, 0.5857496857643127]",0.5857496857643127
00039783.npy,1,1,"[-0.1559280902147293, 0.16060161590576172]","[0.42152172327041626, 0.5784782767295837]",0.5784782767295837
00056225.npy,1,1,"[-0.614578127861023, -0.35238024592399597]","[0.43482348322868347, 0.5651764869689941]",0.5651764869689941
00009391.npy,0,1,"[-0.23005153238773346, 0.1267041563987732]","[0.4117451310157776, 0.5882548093795776]",0.5882548093795776
00062894.npy,1,1,"[-0.3087092638015747, 0.02519071102142334]","[0.4172919988632202, 0.582707941532135]",0.582707941532135
00021814.npy,0,1,"[-0.36083459854125977, -0.22750484943389893]","[0.4667168855667114, 0.5332831740379333]",0.5332831740379333
00018151.npy,0,1,"[-0.5323607921600342, -0.07555273175239563]","[0.3877433240413666, 0.612256646156311]",0.612256646156311
00035434.npy,0,1,"[-0.40317487716674805, 0.04874566197395325]","[0.38890424370765686, 0.6110957860946655]",0.6110957860946655
00040348.npy,1,1,"[-0.2786659598350525, 0.05814966559410095]","[0.41658321022987366, 0.583416759967804]",0.583416759967804
00018859.npy,0,1,"[-0.06787796318531036, 0.16501958668231964]","[0.4420373737812042, 0.5579626560211182]",0.5579626560211182
00056071.npy,0,1,"[-0.06587333977222443, 0.3141300678253174]","[0.4061260521411896, 0.593873918056488]",0.593873918056488
00055366.npy,1,1,"[-0.8969881534576416, -0.239603191614151]","[0.3413272798061371, 0.6586726903915405]",0.6586726903915405
00064633.npy,0,1,"[-0.45504575967788696, -0.30220523476600647]","[0.46186408400535583, 0.5381359457969666]",0.5381359457969666
00004315.npy,1,1,"[-0.2615348696708679, 0.07048596441745758]","[0.4177490174770355, 0.5822510123252869]",0.5822510123252869
00040775.npy,1,1,"[-0.1794040948152542, 0.0469895601272583]","[0.44364210963249207, 0.5563579201698303]",0.5563579201698303
00002575.npy,1,1,"[-0.6795305013656616, -0.3477824032306671]","[0.41781535744667053, 0.5821846723556519]",0.5821846723556519
00031885.npy,0,1,"[-0.421823114156723, 0.08698824048042297]","[0.37547221779823303, 0.6245278120040894]",0.6245278120040894
00056082.npy,1,1,"[-0.5629217028617859, -0.11442431807518005]","[0.38971808552742004, 0.6102818846702576]",0.6102818846702576
00017725.npy,1,1,"[-0.12374042719602585, 0.17425063252449036]","[0.4260486662387848, 0.5739513635635376]",0.5739513635635376
00064713.npy,0,1,"[-0.19651557505130768, 0.0364883691072464]","[0.44201114773750305, 0.5579888820648193]",0.5579888820648193
00019916.npy,1,1,"[-0.22084647417068481, 0.030695244669914246]","[0.4374440908432007, 0.5625559091567993]",0.5625559091567993
00007295.npy,1,1,"[-0.24877920746803284, 0.08807186782360077]","[0.4165745973587036, 0.5834254026412964]",0.5834254026412964
00003971.npy,1,1,"[-0.1514686793088913, 0.16904328763484955]","[0.42055100202560425, 0.5794489979743958]",0.5794489979743958
00058204.npy,0,1,"[-0.07767277956008911, 0.21842806041240692]","[0.42651093006134033, 0.5734890699386597]",0.5734890699386597
00006006.npy,1,1,"[-0.6240156888961792, -0.1210971474647522]","[0.3768550455570221, 0.6231449842453003]",0.6231449842453003
00056454.npy,0,1,"[-0.41148388385772705, 0.03008987009525299]","[0.39136606454849243, 0.6086339354515076]",0.6086339354515076
00006127.npy,1,1,"[-0.09109669923782349, 0.1431494951248169]","[0.44170477986335754, 0.5582952499389648]",0.5582952499389648
00034880.npy,0,1,"[0.11479318141937256, 0.3810773491859436]","[0.43381956219673157, 0.566180408000946]",0.566180408000946
00007988.npy,1,1,"[0.036944836378097534, 0.3960467576980591]","[0.4111769497394562, 0.5888230204582214]",0.5888230204582214
00056442.npy,1,1,"[-0.3686252534389496, -0.013743624091148376]","[0.41219913959503174, 0.5878008604049683]",0.5878008604049683
00008157.npy,1,1,"[-0.7686034440994263, -0.07433256506919861]","[0.3330836892127991, 0.6669163107872009]",0.6669163107872009
00064925.npy,0,1,"[-0.08734697103500366, 0.22378771007061005]","[0.4228377640247345, 0.5771622061729431]",0.5771622061729431
00055881.npy,1,1,"[-0.21397407352924347, 0.0646471381187439]","[0.43079182505607605, 0.5692081451416016]",0.5692081451416016
00031222.npy,0,1,"[-0.13397428393363953, 0.14923474192619324]","[0.42966723442077637, 0.5703327655792236]",0.5703327655792236
00038167.npy,1,1,"[0.0734373927116394, 0.1307235062122345]","[0.4856823980808258, 0.5143175721168518]",0.5143175721168518
00034394.npy,1,1,"[-0.41522446274757385, -0.17404037714004517]","[0.43999457359313965, 0.5600054264068604]",0.5600054264068604
00055319.npy,0,1,"[-0.6887435913085938, -0.20012137293815613]","[0.38021817803382874, 0.6197817921638489]",0.6197817921638489
00011022.npy,1,1,"[-0.14929206669330597, 0.07046955823898315]","[0.44527965784072876, 0.5547203421592712]",0.5547203421592712
00009199.npy,1,1,"[-0.21869690716266632, 0.010114908218383789]","[0.44304531812667847, 0.5569546818733215]",0.5569546818733215
00022883.npy,0,1,"[-0.4154326319694519, -0.177751362323761]","[0.44085782766342163, 0.5591421127319336]",0.5591421127319336
00018845.npy,0,1,"[-0.19292263686656952, 0.20011693239212036]","[0.4029857814311981, 0.5970141887664795]",0.5970141887664795
00009912.npy,1,1,"[-0.5713428854942322, -0.01138375699520111]","[0.3635569214820862, 0.6364430785179138]",0.6364430785179138
00033091.npy,1,1,"[-0.1994381546974182, 0.09721112996339798]","[0.4263767898082733, 0.5736231803894043]",0.5736231803894043
00032286.npy,1,1,"[-0.15814700722694397, 0.16782742738723755]","[0.4192204177379608, 0.5807795524597168]",0.5807795524597168
00055499.npy,0,1,"[-0.7714217901229858, -0.2910202443599701]","[0.3821572959423065, 0.6178426742553711]",0.6178426742553711
00006099.npy,1,1,"[-0.6603774428367615, -0.16686001420021057]","[0.3790653347969055, 0.6209347248077393]",0.6209347248077393
00061729.npy,1,0,"[-0.5375242233276367, -0.5414161682128906]","[0.5009729862213135, 0.4990270137786865]",0.4990270137786865
00057894.npy,0,1,"[-0.3410322666168213, -0.0128927081823349]","[0.4186933636665344, 0.5813066363334656]",0.5813066363334656
00001801.npy,0,0,"[-0.16963794827461243, -0.22390902042388916]","[0.5135644674301147, 0.48643553256988525]",0.48643553256988525
00022884.npy,1,1,"[-0.4566207528114319, 0.013181999325752258]","[0.384662926197052, 0.6153370141983032]",0.6153370141983032
00023179.npy,1,1,"[-0.8494837284088135, -0.3541789948940277]","[0.3786447048187256, 0.6213552355766296]",0.6213552355766296
00001496.npy,1,1,"[0.23648646473884583, 0.4717731177806854]","[0.44144824147224426, 0.5585517883300781]",0.5585517883300781
00038675.npy,1,1,"[-0.018969610333442688, 0.22333240509033203]","[0.43971914052963257, 0.5602808594703674]",0.5602808594703674
00020063.npy,0,1,"[-0.306027352809906, -0.0013011395931243896]","[0.4244025647640228, 0.5755974650382996]",0.5755974650382996
00030847.npy,1,1,"[0.07786081731319427, 0.26968204975128174]","[0.45219117403030396, 0.5478087663650513]",0.5478087663650513
00022564.npy,0,1,"[-0.059355176985263824, 0.19855381548404694]","[0.43587779998779297, 0.564122200012207]",0.564122200012207
00008710.npy,1,1,"[-0.9354391098022461, -0.4748924672603607]","[0.3868561387062073, 0.6131438612937927]",0.6131438612937927
00064201.npy,0,1,"[-0.0838281437754631, 0.10762716084718704]","[0.4522818624973297, 0.5477181673049927]",0.5477181673049927
00019470.npy,0,1,"[-0.323703408241272, -0.040734291076660156]","[0.4297260046005249, 0.5702739953994751]",0.5702739953994751
00003884.npy,1,0,"[0.14422932267189026, 0.0765530914068222]","[0.5169126391410828, 0.4830873906612396]",0.4830873906612396
00039895.npy,1,1,"[-0.5861515402793884, -0.19515609741210938]","[0.40347766876220703, 0.596522331237793]",0.596522331237793
00062730.npy,1,1,"[0.012355029582977295, 0.1949799805879593]","[0.45447027683258057, 0.5455297827720642]",0.5455297827720642
00009897.npy,1,1,"[-0.6564977169036865, 0.009191498160362244]","[0.3394627571105957, 0.6605372428894043]",0.6605372428894043
00022139.npy,0,1,"[-0.14895319938659668, 0.12090475112199783]","[0.4329419732093811, 0.5670580267906189]",0.5670580267906189
00006717.npy,0,1,"[-0.10708080232143402, 0.23491916060447693]","[0.41532376408576965, 0.5846762657165527]",0.5846762657165527
00057069.npy,0,1,"[-0.42877164483070374, 0.06967329978942871]","[0.3779062032699585, 0.6220937967300415]",0.6220937967300415
00008828.npy,1,1,"[-0.06852716952562332, 0.07527406513690948]","[0.4641115069389343, 0.5358884930610657]",0.5358884930610657
00039863.npy,1,1,"[-0.2343808263540268, 0.0069980621337890625]","[0.43994656205177307, 0.5600534081459045]",0.5600534081459045
00037788.npy,1,1,"[-0.23323482275009155, 0.14675796031951904]","[0.4061286449432373, 0.5938713550567627]",0.5938713550567627
00051477.npy,0,1,"[-0.4525299370288849, -0.07590115070343018]","[0.4069402515888214, 0.5930597186088562]",0.5930597186088562
00064433.npy,0,1,"[-0.29987359046936035, 0.16541153192520142]","[0.3857327997684479, 0.6142671704292297]",0.6142671704292297
00062322.npy,1,1,"[-0.43421974778175354, -0.0019352883100509644]","[0.39358094334602356, 0.606419026851654]",0.606419026851654
00004507.npy,0,1,"[-0.06756173074245453, 0.2589094638824463]","[0.41909950971603394, 0.5809005498886108]",0.5809005498886108
00001193.npy,1,1,"[-0.1067546010017395, 0.13315269351005554]","[0.44030919671058655, 0.5596908330917358]",0.5596908330917358
00036051.npy,1,1,"[-0.2687549591064453, -0.014896735548973083]","[0.4368740916252136, 0.5631259083747864]",0.5631259083747864
00023712.npy,0,1,"[-0.4816839098930359, -0.08429265022277832]","[0.4019393026828766, 0.5980607271194458]",0.5980607271194458
00061263.npy,0,1,"[0.03269767761230469, 0.2534502446651459]","[0.4450348913669586, 0.5549651384353638]",0.5549651384353638
00022439.npy,0,1,"[-0.4343232214450836, -0.21382039785385132]","[0.44509655237197876, 0.5549033880233765]",0.5549033880233765
00018967.npy,0,1,"[-0.21159575879573822, 0.1096806675195694]","[0.42036470770835876, 0.5796352624893188]",0.5796352624893188
00002551.npy,1,1,"[-0.38001978397369385, 0.025831788778305054]","[0.39990726113319397, 0.6000927686691284]",0.6000927686691284
00004897.npy,1,1,"[0.023767411708831787, 0.09531181305646896]","[0.4821215271949768, 0.5178784728050232]",0.5178784728050232
00006535.npy,1,1,"[-0.021752282977104187, 0.08747528493404388]","[0.4727202355861664, 0.527279794216156]",0.527279794216156
00041123.npy,0,0,"[-0.0038853436708450317, -0.159341961145401]","[0.5387860536575317, 0.4612139165401459]",0.4612139165401459
00067306.npy,1,1,"[-0.3412695527076721, -0.17837363481521606]","[0.4593658149242401, 0.5406341552734375]",0.5406341552734375
00031482.npy,0,1,"[-0.006186991930007935, 0.28773966431617737]","[0.4270428419113159, 0.5729571580886841]",0.5729571580886841
00021341.npy,0,1,"[-0.29856061935424805, 0.07988476753234863]","[0.4065019190311432, 0.5934981107711792]",0.5934981107711792
00034096.npy,0,1,"[-0.040234893560409546, 0.1486656665802002]","[0.4529148042201996, 0.547085165977478]",0.547085165977478
