crop_file,true_label,pred_label,logits,softmax,goodness
00036651.npy,1,1,"[-0.08006167411804199, 0.262209951877594]","[0.4152578115463257, 0.5847422480583191]",0.5847422480583191
00060089.npy,1,1,"[-0.4903717637062073, -0.4533624053001404]","[0.49074873328208923, 0.5092512965202332]",0.5092512965202332
00004308.npy,1,1,"[-0.4876934885978699, 0.307221919298172]","[0.31111422181129456, 0.6888858079910278]",0.6888858079910278
00065223.npy,1,1,"[-0.347286581993103, -0.10002808272838593]","[0.4384983777999878, 0.5615016222000122]",0.5615016222000122
00038888.npy,0,1,"[-0.18641048669815063, 0.05492027476429939]","[0.4399584233760834, 0.5600415468215942]",0.5600415468215942
00023589.npy,0,1,"[-0.006917987018823624, 0.1615350991487503]","[0.4579859972000122, 0.542013943195343]",0.542013943195343
00021112.npy,0,1,"[-0.36679720878601074, -0.013872571289539337]","[0.41267338395118713, 0.5873265862464905]",0.5873265862464905
00018779.npy,1,1,"[-0.3608878552913666, 0.18468166887760162]","[0.36689293384552, 0.63310706615448]",0.63310706615448
00004261.npy,1,1,"[-0.6604427099227905, 0.06319301575422287]","[0.3265928626060486, 0.6734070777893066]",0.6734070777893066
00039183.npy,1,1,"[-0.3394893705844879, -0.17488569021224976]","[0.4589417278766632, 0.5410582423210144]",0.5410582423210144
00023449.npy,0,0,"[-0.29719963669776917, -0.41117462515830994]","[0.5284629464149475, 0.4715370535850525]",0.4715370535850525
00056040.npy,0,1,"[-0.5346061587333679, 0.04348841682076454]","[0.3593711256980896, 0.6406288146972656]",0.6406288146972656
00022805.npy,1,1,"[-0.41997209191322327, -0.26473483443260193]","[0.46126842498779297, 0.538731575012207]",0.538731575012207
00040851.npy,1,1,"[-0.20674347877502441, 0.000981152057647705]","[0.4482547640800476, 0.5517452359199524]",0.5517452359199524
00009094.npy,1,1,"[-0.36686310172080994, -0.2624359726905823]","[0.4739169180393219, 0.5260831117630005]",0.5260831117630005
00056988.npy,0,1,"[-0.5158690810203552, -0.03171423077583313]","[0.38127148151397705, 0.618728518486023]",0.618728518486023
00004029.npy,1,1,"[-0.4572751522064209, 0.2076965719461441]","[0.33962365984916687, 0.6603763103485107]",0.6603763103485107
