crop_file,true_label,pred_label,logits,softmax,goodness
00044024.npy,1,1,"[-0.4241790175437927, -0.024053454399108887]","[0.4012821912765503, 0.5987178087234497]",0.5987178087234497
00037135.npy,0,1,"[0.1115381121635437, 0.23916585743427277]","[0.4681363105773926, 0.5318636894226074]",0.5318636894226074
00020052.npy,0,1,"[-0.16196097433567047, 0.23173291981220245]","[0.4028283953666687, 0.5971716046333313]",0.5971716046333313
00019869.npy,0,1,"[-0.3881380558013916, 0.04026569426059723]","[0.3945075571537018, 0.6054924130439758]",0.6054924130439758
00019689.npy,1,1,"[-0.3876568675041199, 0.20823650062084198]","[0.35528379678726196, 0.6447162628173828]",0.6447162628173828
00013516.npy,1,1,"[0.0832008421421051, 0.3017798960208893]","[0.44557178020477295, 0.554428219795227]",0.554428219795227
00020180.npy,0,1,"[-0.31362199783325195, 0.15958651900291443]","[0.3838571012020111, 0.6161428689956665]",0.6161428689956665
00056825.npy,1,1,"[-0.24687469005584717, 0.22550079226493835]","[0.38405415415763855, 0.6159458160400391]",0.6159458160400391
00001085.npy,1,0,"[-0.19735676050186157, -0.24505221843719482]","[0.5119215846061707, 0.48807838559150696]",0.48807838559150696
00044375.npy,1,1,"[-0.4921727180480957, -0.13957205414772034]","[0.4127519130706787, 0.5872480869293213]",0.5872480869293213
00005589.npy,1,1,"[-0.050331637263298035, 0.3702990412712097]","[0.39636585116386414, 0.6036341190338135]",0.6036341190338135
00067493.npy,1,1,"[-0.4492160677909851, 0.272672176361084]","[0.32697734236717224, 0.6730226874351501]",0.6730226874351501
00021847.npy,0,1,"[-0.4476746618747711, -0.008472234010696411]","[0.39193105697631836, 0.6080689430236816]",0.6080689430236816
00057377.npy,0,1,"[-0.5041239857673645, 0.39174139499664307]","[0.28990089893341064, 0.7100991010665894]",0.7100991010665894
00010150.npy,0,1,"[-0.42857325077056885, 0.349335640668869]","[0.31477072834968567, 0.6852292418479919]",0.6852292418479919
00061849.npy,1,1,"[-0.018430963158607483, 0.2187565118074417]","[0.44097957015037537, 0.5590204000473022]",0.5590204000473022
00037035.npy,1,1,"[-0.44886040687561035, 0.6061015129089355]","[0.2582734227180481, 0.7417265772819519]",0.7417265772819519
00012202.npy,1,0,"[0.37254536151885986, 0.11188764125108719]","[0.5647979974746704, 0.435202032327652]",0.435202032327652
00026753.npy,1,1,"[-0.08497470617294312, 0.07087908685207367]","[0.4611152708530426, 0.5388847589492798]",0.5388847589492798
00004538.npy,1,1,"[-0.32417061924934387, 0.3567688763141632]","[0.33605167269706726, 0.6639483571052551]",0.6639483571052551
00052416.npy,1,1,"[-0.01726345717906952, 0.021205782890319824]","[0.49038389325141907, 0.5096161365509033]",0.5096161365509033
00006127.npy,1,0,"[-0.03536267578601837, -0.09721863269805908]","[0.5154590606689453, 0.4845409393310547]",0.4845409393310547
00061212.npy,0,1,"[-0.19636058807373047, -0.06295518577098846]","[0.46669802069664, 0.5333019495010376]",0.5333019495010376
00012266.npy,1,1,"[-0.130360946059227, 0.2918231189250946]","[0.3959942162036896, 0.604005753993988]",0.604005753993988
00005623.npy,1,1,"[-0.4151277542114258, 0.17941001057624817]","[0.35559436678886414, 0.6444056034088135]",0.6444056034088135
00052178.npy,0,1,"[-0.04781351983547211, 0.2679407596588135]","[0.4217108190059662, 0.5782892107963562]",0.5782892107963562
00022342.npy,0,1,"[-0.010265722870826721, 0.4608248174190521]","[0.38435816764831543, 0.6156418919563293]",0.6156418919563293
00033046.npy,1,1,"[-0.32949531078338623, 0.698381781578064]","[0.26349589228630066, 0.7365041375160217]",0.7365041375160217
00034830.npy,1,1,"[-0.12605419754981995, -0.03918495774269104]","[0.4782963693141937, 0.5217036604881287]",0.5217036604881287
00011893.npy,1,1,"[-0.21477283537387848, 0.2717247009277344]","[0.38071900606155396, 0.619280993938446]",0.619280993938446
