crop_file,true_label,pred_label,logits,softmax,goodness
00062279.npy,1,1,"[-0.22733360528945923, 0.1626330316066742]","[0.4037253260612488, 0.5962746739387512]",0.5962746739387512
00008216.npy,1,1,"[0.06216234713792801, 0.3558056354522705]","[0.4271121621131897, 0.5728878378868103]",0.5728878378868103
00033744.npy,1,1,"[-0.004540741443634033, 0.2421104907989502]","[0.43864792585372925, 0.5613521337509155]",0.5613521337509155
00004473.npy,1,1,"[-0.23805060982704163, 0.21348461508750916]","[0.38899579644203186, 0.6110041737556458]",0.6110041737556458
00017871.npy,0,1,"[-0.21782153844833374, 0.18212935328483582]","[0.40132415294647217, 0.5986758470535278]",0.5986758470535278
00036090.npy,0,1,"[-0.014731857925653458, 0.5023192763328552]","[0.37354204058647156, 0.6264579892158508]",0.6264579892158508
00034155.npy,1,1,"[-0.01130979135632515, 0.32983991503715515]","[0.4155302345752716, 0.584469735622406]",0.584469735622406
00003905.npy,1,1,"[-0.01799507811665535, 0.058750540018081665]","[0.48082301020622253, 0.5191769599914551]",0.5191769599914551
00037928.npy,1,1,"[-0.4254959523677826, -0.23596253991127014]","[0.45275798439979553, 0.5472419857978821]",0.5472419857978821
00031143.npy,0,1,"[-0.21682816743850708, 0.004370488226413727]","[0.4449247121810913, 0.5550752282142639]",0.5550752282142639
00059956.npy,1,1,"[0.11027853935956955, 0.2590411901473999]","[0.4628777801990509, 0.5371221899986267]",0.5371221899986267
00017855.npy,1,1,"[-0.17676851153373718, 0.1730823516845703]","[0.41341856122016907, 0.5865814089775085]",0.5865814089775085
00001637.npy,0,1,"[0.07190393656492233, 0.29800131916999817]","[0.4437152147293091, 0.5562847852706909]",0.5562847852706909
00034259.npy,1,1,"[-0.045023828744888306, 0.35334423184394836]","[0.40170449018478394, 0.5982955098152161]",0.5982955098152161
00036420.npy,1,1,"[-0.025912828743457794, 0.04040411859750748]","[0.48342686891555786, 0.5165731906890869]",0.5165731906890869
00017877.npy,0,1,"[-0.07040935754776001, 0.3918312191963196]","[0.38645443320274353, 0.6135455965995789]",0.6135455965995789
00040207.npy,0,1,"[-0.21452277898788452, 0.07104865461587906]","[0.42908838391304016, 0.5709115862846375]",0.5709115862846375
00007826.npy,1,1,"[0.30732664465904236, 0.5502756237983704]","[0.4395597577095032, 0.5604402422904968]",0.5604402422904968
00033277.npy,1,1,"[-0.06882535666227341, 0.3209342062473297]","[0.4037751853466034, 0.596224844455719]",0.596224844455719
00035929.npy,0,1,"[0.007456578314304352, 0.19459879398345947]","[0.4533505141735077, 0.5466494560241699]",0.5466494560241699
00041503.npy,1,1,"[-0.11283926665782928, 0.3302455544471741]","[0.3910061717033386, 0.6089938879013062]",0.6089938879013062
00063084.npy,1,1,"[-0.054622549563646317, 0.2596780061721802]","[0.4220653474330902, 0.5779346227645874]",0.5779346227645874
00041104.npy,1,1,"[-0.060093387961387634, 0.2612466812133789]","[0.42034921050071716, 0.5796508193016052]",0.5796508193016052
00035378.npy,0,1,"[-0.2592780292034149, 0.2789943516254425]","[0.3685895502567291, 0.6314104199409485]",0.6314104199409485
00051388.npy,0,1,"[-0.04205046221613884, 0.22955074906349182]","[0.4325140416622162, 0.5674859285354614]",0.5674859285354614
00040629.npy,1,1,"[0.0045675113797187805, 0.02377069741487503]","[0.4951993525028229, 0.5048006176948547]",0.5048006176948547
00059743.npy,0,1,"[-0.1846960484981537, 0.059293508529663086]","[0.4393034279346466, 0.560696542263031]",0.560696542263031
00004696.npy,1,1,"[-0.25340089201927185, 0.06375759840011597]","[0.42136839032173157, 0.578631579875946]",0.578631579875946
00018538.npy,1,1,"[0.003800254315137863, 0.47323521971702576]","[0.38474997878074646, 0.6152500510215759]",0.6152500510215759
