crop_file,true_label,pred_label,logits,softmax,goodness
00038909.npy,1,1,"[-0.0058121457695961, 1.3120038509368896]","[0.2111818790435791, 0.7888181209564209]",0.7888181209564209
00008251.npy,1,0,"[-0.13854998350143433, -0.359363853931427]","[0.5549802184104919, 0.44501975178718567]",0.44501975178718567
00010575.npy,1,0,"[0.7855040431022644, 0.09748897701501846]","[0.6655251979827881, 0.3344748020172119]",0.3344748020172119
00019349.npy,1,1,"[0.24441465735435486, 0.997492790222168]","[0.3201509714126587, 0.6798490285873413]",0.6798490285873413
00023153.npy,1,1,"[0.5294532179832458, 0.8215392231941223]","[0.42749327421188354, 0.5725067257881165]",0.5725067257881165
00032550.npy,0,1,"[-0.017965219914913177, 0.32773450016975403]","[0.4144256114959717, 0.5855743885040283]",0.5855743885040283
00036885.npy,1,1,"[-0.004237599670886993, 0.6194557547569275]","[0.3489419221878052, 0.6510580778121948]",0.6510580778121948
00031377.npy,0,1,"[-0.21081364154815674, -0.01911992020905018]","[0.4522227942943573, 0.5477772355079651]",0.5477772355079651
00021406.npy,0,1,"[0.04428248107433319, 0.5468614101409912]","[0.37693479657173157, 0.623065173625946]",0.623065173625946
00033247.npy,1,1,"[-0.24617677927017212, 1.0331618785858154]","[0.21766282618045807, 0.7823371887207031]",0.7823371887207031
00051812.npy,1,0,"[-0.09028614312410355, -0.3051965832710266]","[0.5535217523574829, 0.4464782178401947]",0.4464782178401947
00031247.npy,0,0,"[-0.09517551213502884, -0.3791244924068451]","[0.5705141425132751, 0.42948591709136963]",0.42948591709136963
00034095.npy,1,1,"[-0.1943211555480957, -0.05875168740749359]","[0.466159462928772, 0.533840537071228]",0.533840537071228
00004942.npy,1,1,"[-0.2842830419540405, -0.13424338400363922]","[0.4625602960586548, 0.5374397039413452]",0.5374397039413452
00055738.npy,1,1,"[0.6211414337158203, 1.3497416973114014]","[0.325501948595047, 0.6744980216026306]",0.6744980216026306
00064550.npy,0,0,"[0.1728489100933075, 0.13621611893177032]","[0.5091571807861328, 0.4908428490161896]",0.4908428490161896
00001525.npy,1,0,"[-0.03720597177743912, -0.271671324968338]","[0.5583492517471313, 0.44165071845054626]",0.44165071845054626
00022887.npy,1,1,"[0.2854926586151123, 0.6888241767883301]","[0.400512158870697, 0.599487841129303]",0.599487841129303
00008452.npy,1,0,"[-0.24139165878295898, -0.8005972504615784]","[0.6362687349319458, 0.3637312948703766]",0.3637312948703766
00008799.npy,0,1,"[0.0697350949048996, 0.5039007067680359]","[0.3931320607662201, 0.6068679094314575]",0.6068679094314575
00024036.npy,0,1,"[0.005055159330368042, 0.24515315890312195]","[0.44026219844818115, 0.5597378015518188]",0.5597378015518188
00003579.npy,0,1,"[-0.13373535871505737, 0.42560288310050964]","[0.36370059847831726, 0.6362994313240051]",0.6362994313240051
00036390.npy,1,1,"[-0.08012925833463669, 0.6892744898796082]","[0.31660810112953186, 0.6833918690681458]",0.6833918690681458
00002352.npy,1,1,"[-0.15321800112724304, 0.32159867882728577]","[0.3834768533706665, 0.6165232062339783]",0.6165232062339783
00021536.npy,0,1,"[-0.03823772817850113, 0.7216339707374573]","[0.31867411732673645, 0.6813258528709412]",0.6813258528709412
00003019.npy,1,1,"[-0.20619025826454163, 0.09038515388965607]","[0.42639485001564026, 0.5736051201820374]",0.5736051201820374
00059227.npy,1,1,"[0.2168608009815216, 0.5359533429145813]","[0.4208969175815582, 0.5791030526161194]",0.5791030526161194
00059152.npy,1,1,"[-0.145666241645813, 0.48212921619415283]","[0.3480105400085449, 0.6519894003868103]",0.6519894003868103
00021848.npy,0,1,"[0.12207931280136108, 0.20879749953746796]","[0.4783340096473694, 0.5216659903526306]",0.5216659903526306
00039006.npy,1,1,"[-0.11968634277582169, 0.8643325567245483]","[0.27209508419036865, 0.7279049158096313]",0.7279049158096313
00034367.npy,1,1,"[0.23868553340435028, 0.46351590752601624]","[0.44402799010276794, 0.5559720396995544]",0.5559720396995544
00059537.npy,1,1,"[-0.20009750127792358, 1.1903620958328247]","[0.19933439791202545, 0.8006656169891357]",0.8006656169891357
00006713.npy,1,1,"[-0.5075716972351074, 0.18977966904640198]","[0.33239972591400146, 0.6676002144813538]",0.6676002144813538
00039363.npy,1,1,"[-0.0754513218998909, 1.4580317735671997]","[0.1774846315383911, 0.8225153684616089]",0.8225153684616089
00010327.npy,0,1,"[-0.3388015627861023, 0.5816428661346436]","[0.2848673462867737, 0.7151327133178711]",0.7151327133178711
00063169.npy,1,1,"[-0.37094759941101074, -0.1768166422843933]","[0.45161911845207214, 0.5483809113502502]",0.5483809113502502
00064516.npy,1,1,"[0.4712815582752228, 0.5568850040435791]","[0.47861218452453613, 0.5213878154754639]",0.5213878154754639
00066883.npy,1,1,"[-0.07311517745256424, 0.8261474370956421]","[0.2892020642757416, 0.710797905921936]",0.710797905921936
00036371.npy,1,1,"[0.05296686291694641, 0.3866758942604065]","[0.41733846068382263, 0.5826615691184998]",0.5826615691184998
00010548.npy,1,0,"[0.24007350206375122, 0.010337097570300102]","[0.5571828484535217, 0.44281718134880066]",0.44281718134880066
00064588.npy,0,1,"[-0.015854008495807648, 0.44034093618392944]","[0.3878888785839081, 0.6121110916137695]",0.6121110916137695
00006187.npy,1,1,"[-0.1032366082072258, 0.10145093500614166]","[0.449006050825119, 0.5509939789772034]",0.5509939789772034
00062305.npy,1,1,"[-0.3531656265258789, 0.10033655911684036]","[0.38852840662002563, 0.6114715933799744]",0.6114715933799744
00002305.npy,1,1,"[-0.4116082191467285, -0.12368126213550568]","[0.42851144075393677, 0.5714884996414185]",0.5714884996414185
00066338.npy,1,0,"[-0.1439080834388733, -0.49494990706443787]","[0.5868701934814453, 0.4131298065185547]",0.4131298065185547
00002047.npy,1,1,"[-0.6845311522483826, -0.25364965200424194]","[0.3939158320426941, 0.6060841083526611]",0.6060841083526611
00009600.npy,1,0,"[0.21461620926856995, 0.006697170902043581]","[0.5517933368682861, 0.44820669293403625]",0.44820669293403625
00008779.npy,1,1,"[-0.1728413701057434, -0.06636173278093338]","[0.47340521216392517, 0.5265947580337524]",0.5265947580337524
00023033.npy,1,1,"[0.34926193952560425, 0.36109352111816406]","[0.49704214930534363, 0.5029578804969788]",0.5029578804969788
00034894.npy,1,1,"[0.15206335484981537, 0.45999443531036377]","[0.42361980676651, 0.5763801336288452]",0.5763801336288452
00067120.npy,1,1,"[0.12204089015722275, 0.7462226748466492]","[0.3488309383392334, 0.6511690020561218]",0.6511690020561218
00065206.npy,1,1,"[0.07005345821380615, 0.507925808429718]","[0.39224809408187866, 0.6077519655227661]",0.6077519655227661
00031291.npy,0,1,"[-0.10820668190717697, 0.020687295123934746]","[0.46782106161117554, 0.5321789383888245]",0.5321789383888245
00001147.npy,1,0,"[0.10165777057409286, -0.7626497745513916]","[0.7035598158836365, 0.2964401841163635]",0.2964401841163635
00058706.npy,1,1,"[0.03164374828338623, 0.2841106355190277]","[0.4372164011001587, 0.5627835988998413]",0.5627835988998413
00030782.npy,0,1,"[-0.1515336036682129, 1.2241382598876953]","[0.20170500874519348, 0.7982949614524841]",0.7982949614524841
00019489.npy,0,1,"[0.0769585520029068, 0.33080482482910156]","[0.43687704205513, 0.5631229877471924]",0.5631229877471924
00051344.npy,1,1,"[-0.0333961620926857, 0.05344391614198685]","[0.47830358147621155, 0.5216963887214661]",0.5216963887214661
00009772.npy,0,1,"[0.06893789023160934, 0.23622888326644897]","[0.4582745134830475, 0.5417254567146301]",0.5417254567146301
00066490.npy,1,0,"[-0.12144333869218826, -0.15157127380371094]","[0.5075314044952393, 0.49246856570243835]",0.49246856570243835
00033425.npy,1,1,"[-0.031887687742710114, 1.0277135372161865]","[0.2573856711387634, 0.7426143288612366]",0.7426143288612366
00002188.npy,1,1,"[-0.1327238380908966, 0.342692106962204]","[0.3833351731300354, 0.6166648864746094]",0.6166648864746094
00004590.npy,1,0,"[-0.5503838062286377, -0.7012014985084534]","[0.5376331210136414, 0.46236687898635864]",0.46236687898635864
00067325.npy,1,1,"[-0.051219768822193146, 0.7900912165641785]","[0.30125877261161804, 0.6987412571907043]",0.6987412571907043
