crop_file,true_label,pred_label,logits,softmax,goodness
00014191.npy,1,1,"[0.17752480506896973, 0.7625433206558228]","[0.3577786684036255, 0.6422213315963745]",0.6422213315963745
00001006.npy,1,1,"[0.38737839460372925, 0.7227263450622559]","[0.41693994402885437, 0.5830600261688232]",0.5830600261688232
00043878.npy,1,1,"[0.0017763562500476837, 0.47426217794418335]","[0.38402804732322693, 0.6159719824790955]",0.6159719824790955
00004801.npy,1,1,"[0.06908095628023148, 0.47704482078552246]","[0.3994004428386688, 0.6005995869636536]",0.6005995869636536
00055160.npy,1,1,"[0.1812359243631363, 0.5999675393104553]","[0.3968202769756317, 0.6031796932220459]",0.6031796932220459
00000906.npy,1,1,"[-0.5442736744880676, 0.2816546559333801]","[0.30450671911239624, 0.6954933404922485]",0.6954933404922485
00012604.npy,1,1,"[0.10399726033210754, 0.879540741443634]","[0.3152811527252197, 0.6847187876701355]",0.6847187876701355
00007582.npy,1,1,"[-0.4087986350059509, 0.0996420681476593]","[0.37555915117263794, 0.6244408488273621]",0.6244408488273621
00037061.npy,0,1,"[-0.11829619109630585, 0.34595489501953125]","[0.3859778344631195, 0.6140221357345581]",0.6140221357345581
00060317.npy,0,1,"[0.04401861131191254, 0.43493521213531494]","[0.403496652841568, 0.5965033173561096]",0.5965033173561096
00058155.npy,1,1,"[-0.1467139720916748, 0.18169711530208588]","[0.4186272621154785, 0.5813726782798767]",0.5813726782798767
00055463.npy,1,1,"[-0.30968326330184937, 0.31935328245162964]","[0.34772905707359314, 0.6522709727287292]",0.6522709727287292
00011350.npy,0,1,"[-0.3406773805618286, 0.04944397509098053]","[0.40368807315826416, 0.5963118672370911]",0.5963118672370911
00018501.npy,1,0,"[0.2504698634147644, 0.19187234342098236]","[0.5146451592445374, 0.48535481095314026]",0.48535481095314026
00005285.npy,1,1,"[-0.10733264684677124, 0.1717476099729538]","[0.4306792616844177, 0.5693206787109375]",0.5693206787109375
00004236.npy,0,1,"[-0.13605841994285583, 0.42414218187332153]","[0.36350104212760925, 0.6364989280700684]",0.6364989280700684
00052072.npy,1,1,"[0.1464463174343109, 0.39379560947418213]","[0.4384760558605194, 0.561523973941803]",0.561523973941803
00030706.npy,1,1,"[-0.19376899302005768, 0.015484079718589783]","[0.44787681102752686, 0.5521232485771179]",0.5521232485771179
00043141.npy,1,0,"[0.43932634592056274, 0.364310085773468]","[0.5187452435493469, 0.4812547266483307]",0.4812547266483307
00013634.npy,1,1,"[-0.43833214044570923, 0.3487435579299927]","[0.3127969205379486, 0.687203049659729]",0.687203049659729
00006732.npy,1,1,"[0.15543928742408752, 0.5426941514015198]","[0.4043782949447632, 0.595621645450592]",0.595621645450592
