crop_file,true_label,pred_label,logits,softmax,goodness
00026089.npy,0,1,"[-0.08849290013313293, 0.08957716822624207]","[0.4555997848510742, 0.5444002747535706]",0.5444002747535706
00026318.npy,0,0,"[0.12848323583602905, -0.5649044513702393]","[0.6667200922966003, 0.33327987790107727]",0.33327987790107727
00068298.npy,0,1,"[-0.3578932583332062, 0.03869587182998657]","[0.402132123708725, 0.5978679060935974]",0.5978679060935974
00018853.npy,0,0,"[0.03544878959655762, -0.3596973717212677]","[0.5975208878517151, 0.4024791121482849]",0.4024791121482849
00023973.npy,0,1,"[-0.007189586758613586, 0.17691347002983093]","[0.4541037976741791, 0.5458962321281433]",0.5458962321281433
00030704.npy,1,0,"[0.11986516416072845, -0.338736355304718]","[0.6126823425292969, 0.38731762766838074]",0.38731762766838074
00035005.npy,0,0,"[-0.004086710512638092, -0.009313702583312988]","[0.5013067126274109, 0.4986932575702667]",0.4986932575702667
00058346.npy,0,0,"[-0.24115143716335297, -0.5730326175689697]","[0.5822169780731201, 0.4177829623222351]",0.4177829623222351
00061572.npy,0,0,"[0.36314135789871216, -0.020869776606559753]","[0.5948401689529419, 0.4051598310470581]",0.4051598310470581
00027566.npy,1,1,"[-0.10655442625284195, 0.15183734893798828]","[0.4357590973377228, 0.5642409324645996]",0.5642409324645996
00010016.npy,1,1,"[-0.14098528027534485, 0.05652137100696564]","[0.45078322291374207, 0.5492168068885803]",0.5492168068885803
00068577.npy,1,1,"[-0.45500290393829346, -0.31128427386283875]","[0.46413207054138184, 0.5358679294586182]",0.5358679294586182
00002503.npy,0,1,"[-0.16133832931518555, 0.2527966797351837]","[0.39792102575302124, 0.602078914642334]",0.602078914642334
00061478.npy,0,1,"[-0.6614068746566772, -0.37536123394966125]","[0.4289722442626953, 0.5710277557373047]",0.5710277557373047
00026356.npy,0,1,"[-0.2293119728565216, -0.147441565990448]","[0.4795438349246979, 0.5204561948776245]",0.5204561948776245
00004803.npy,1,0,"[-0.15020202100276947, -0.21793074905872345]","[0.5169256925582886, 0.48307427763938904]",0.48307427763938904
00018992.npy,0,1,"[0.15910454094409943, 0.2015467882156372]","[0.4893910586833954, 0.510608971118927]",0.510608971118927
00027461.npy,0,0,"[0.06523822247982025, -0.14711129665374756]","[0.552888810634613, 0.44711121916770935]",0.44711121916770935
00032664.npy,0,1,"[-0.1557994782924652, 0.38325178623199463]","[0.36840832233428955, 0.6315917372703552]",0.6315917372703552
00030289.npy,1,1,"[-0.03378653526306152, 0.14308050274848938]","[0.4558981657028198, 0.5441018342971802]",0.5441018342971802
00030922.npy,1,0,"[0.2846614122390747, 0.1150701642036438]","[0.5422964692115784, 0.45770353078842163]",0.45770353078842163
00003484.npy,0,1,"[-0.1967889964580536, -0.11172176897525787]","[0.4787459969520569, 0.5212540030479431]",0.5212540030479431
00058188.npy,0,1,"[-0.16309651732444763, 0.062257856130599976]","[0.44389861822128296, 0.556101381778717]",0.556101381778717
00023304.npy,0,1,"[0.01991240680217743, 0.13358336687088013]","[0.4716128408908844, 0.528387188911438]",0.528387188911438
00051535.npy,1,0,"[0.024624422192573547, -0.08900398761034012]","[0.528376579284668, 0.4716234505176544]",0.4716234505176544
00014278.npy,1,1,"[-0.43004897236824036, -0.22366058826446533]","[0.44858530163764954, 0.5514147281646729]",0.5514147281646729
00064901.npy,0,1,"[0.3243006467819214, 0.4037284255027771]","[0.48015350103378296, 0.519846498966217]",0.519846498966217
00058124.npy,0,1,"[-0.27559977769851685, -0.20363859832286835]","[0.482017457485199, 0.517982542514801]",0.517982542514801
00063100.npy,0,1,"[-0.3616788983345032, 0.0708833783864975]","[0.39351463317871094, 0.6064853072166443]",0.6064853072166443
00013713.npy,1,1,"[-0.10873433202505112, 0.49002605676651]","[0.3546273410320282, 0.6453726291656494]",0.6453726291656494
00011071.npy,1,1,"[-0.41095665097236633, -0.34663236141204834]","[0.4839244782924652, 0.5160755515098572]",0.5160755515098572
00013514.npy,1,1,"[-0.03850409761071205, 0.19722560048103333]","[0.4413389563560486, 0.5586610436439514]",0.5586610436439514
