crop_file,true_label,pred_label,logits,softmax,goodness
00036085.npy,0,1,"[-0.1394311636686325, 0.12295209616422653]","[0.4347779452800751, 0.5652220249176025]",0.5652220249176025
00033164.npy,1,1,"[-0.5443649888038635, -0.13217459619045258]","[0.39838701486587524, 0.6016129851341248]",0.6016129851341248
00007834.npy,0,1,"[0.026674240827560425, 0.4160904884338379]","[0.4038578271865845, 0.5961421728134155]",0.5961421728134155
00001645.npy,0,1,"[-0.21341362595558167, 0.15623272955417633]","[0.4086264669895172, 0.5913735032081604]",0.5913735032081604
00055893.npy,1,1,"[-0.36845073103904724, -0.10936489701271057]","[0.43558844923973083, 0.5644115805625916]",0.5644115805625916
00007171.npy,1,1,"[-0.22199630737304688, 0.15423670411109924]","[0.4070357382297516, 0.592964231967926]",0.592964231967926
00059414.npy,0,1,"[-0.41176626086235046, -0.0253366120159626]","[0.4045770764350891, 0.5954229235649109]",0.5954229235649109
00057646.npy,1,1,"[-0.0362703874707222, 0.21750803291797638]","[0.4368937313556671, 0.5631062984466553]",0.5631062984466553
00022898.npy,0,1,"[-0.5540212988853455, -0.38171324133872986]","[0.4570292532444, 0.5429707169532776]",0.5429707169532776
00008577.npy,1,1,"[0.002793349325656891, 0.16114769876003265]","[0.46049392223358154, 0.5395060777664185]",0.5395060777664185
00018634.npy,1,1,"[-0.10305028408765793, 0.23809172213077545]","[0.41553208231925964, 0.584467887878418]",0.584467887878418
00037537.npy,1,1,"[-0.32162970304489136, 0.06647550314664841]","[0.40417352318763733, 0.5958265066146851]",0.5958265066146851
00032361.npy,1,1,"[-0.6954941153526306, -0.5480591058731079]","[0.463207870721817, 0.5367921590805054]",0.5367921590805054
00037821.npy,1,1,"[-0.6205006241798401, -0.2497408390045166]","[0.4083574414253235, 0.5916426181793213]",0.5916426181793213
00022424.npy,0,1,"[-0.015599474310874939, 0.4033760130405426]","[0.3967619240283966, 0.603238046169281]",0.603238046169281
00040035.npy,1,1,"[-0.40916672348976135, -0.2537709176540375]","[0.46122902631759644, 0.5387709736824036]",0.5387709736824036
00009377.npy,0,1,"[-0.4125838279724121, -0.16230645775794983]","[0.4377552568912506, 0.5622447729110718]",0.5622447729110718
00041671.npy,1,1,"[-0.06659506261348724, 0.1516212522983551]","[0.44566139578819275, 0.5543386340141296]",0.5543386340141296
00040826.npy,1,1,"[-0.2672136425971985, -0.18491286039352417]","[0.47943639755249023, 0.5205636024475098]",0.5205636024475098
00058274.npy,1,1,"[-0.5847124457359314, -0.21262912452220917]","[0.4080377221107483, 0.5919622778892517]",0.5919622778892517
00007902.npy,1,1,"[-0.17118439078330994, 0.0947921872138977]","[0.4338951110839844, 0.5661048889160156]",0.5661048889160156
00038574.npy,0,1,"[-0.581611156463623, -0.2937694787979126]","[0.42853233218193054, 0.5714676380157471]",0.5714676380157471
