crop_file,true_label,pred_label,logits,softmax,goodness
00007901.npy,1,1,"[-0.30293864011764526, 0.7489491105079651]","[0.25886276364326477, 0.7411372661590576]",0.7411372661590576
00059035.npy,0,0,"[0.025004804134368896, -0.29784756898880005]","[0.5800192356109619, 0.4199807345867157]",0.4199807345867157
00025516.npy,0,1,"[-0.2924066185951233, 0.9923123121261597]","[0.21674799919128418, 0.783251941204071]",0.783251941204071
00023567.npy,1,0,"[0.05405530333518982, -0.6257177591323853]","[0.663688063621521, 0.3363119065761566]",0.3363119065761566
00068017.npy,0,0,"[0.15856300294399261, -0.3872242569923401]","[0.6331576108932495, 0.3668423295021057]",0.3668423295021057
00004131.npy,1,1,"[-0.11329389363527298, 1.1460731029510498]","[0.221082866191864, 0.778917133808136]",0.778917133808136
00019314.npy,1,0,"[-0.48974090814590454, -0.6366751194000244]","[0.5366675853729248, 0.4633323848247528]",0.4633323848247528
00002239.npy,1,1,"[0.034404367208480835, 0.579265296459198]","[0.36705753207206726, 0.6329424381256104]",0.6329424381256104
00045037.npy,0,0,"[0.2597282826900482, 0.08320508897304535]","[0.5440165400505066, 0.455983430147171]",0.455983430147171
00056972.npy,0,1,"[-0.14540216326713562, 0.07941807806491852]","[0.4440304934978485, 0.5559694766998291]",0.5559694766998291
00043613.npy,0,0,"[-0.2672765254974365, -0.4159942865371704]","[0.5371110439300537, 0.4628889262676239]",0.4628889262676239
00014430.npy,0,0,"[-0.056091681122779846, -0.6667452454566956]","[0.6480898261070251, 0.3519101142883301]",0.3519101142883301
00009840.npy,1,1,"[-0.1306357979774475, 1.178968906402588]","[0.212553009390831, 0.7874469757080078]",0.7874469757080078
00020856.npy,0,0,"[0.10416923463344574, -0.18974444270133972]","[0.572953999042511, 0.427046000957489]",0.427046000957489
00051702.npy,1,1,"[-0.5789178013801575, -0.3814694583415985]","[0.4507976770401001, 0.5492023229598999]",0.5492023229598999
00042665.npy,1,0,"[-0.4568079710006714, -0.5908028483390808]","[0.5334486365318298, 0.4665513336658478]",0.4665513336658478
00014468.npy,0,0,"[0.04989832267165184, -0.7690517902374268]","[0.6940134167671204, 0.30598655343055725]",0.30598655343055725
00017579.npy,0,1,"[0.016809746623039246, 0.029908806085586548]","[0.49672526121139526, 0.50327467918396]",0.50327467918396
00003669.npy,1,1,"[-0.539199948310852, 0.6446769833564758]","[0.23435580730438232, 0.7656441330909729]",0.7656441330909729
00021131.npy,1,0,"[0.04956571012735367, -0.402403324842453]","[0.6111072897911072, 0.3888927102088928]",0.3888927102088928
00020300.npy,1,0,"[0.25890254974365234, -0.47729331254959106]","[0.6761634349822998, 0.3238365650177002]",0.3238365650177002
00059359.npy,0,1,"[0.1088840514421463, 0.5221236944198608]","[0.39813554286956787, 0.6018643975257874]",0.6018643975257874
00059472.npy,1,0,"[-0.00011210143566131592, -0.4259481728076935]","[0.6048789024353027, 0.3951210677623749]",0.3951210677623749
00005606.npy,1,1,"[0.07591692358255386, 1.1005619764328003]","[0.2641235888004303, 0.7358763813972473]",0.7358763813972473
00023826.npy,0,0,"[0.005942251533269882, -0.4928513765335083]","[0.6221757531166077, 0.37782418727874756]",0.37782418727874756
00059983.npy,0,1,"[-0.18111705780029297, 0.951072096824646]","[0.24375732243061066, 0.7562426328659058]",0.7562426328659058
00045134.npy,0,0,"[0.033273305743932724, -0.3594730794429779]","[0.5969436764717102, 0.4030563533306122]",0.4030563533306122
00051754.npy,1,0,"[-0.11412545293569565, -0.12797878682613373]","[0.5034632682800293, 0.4965367317199707]",0.4965367317199707
00065218.npy,1,0,"[-0.17964407801628113, -0.48035871982574463]","[0.5746172070503235, 0.4253827929496765]",0.4253827929496765
00041693.npy,1,0,"[0.18900853395462036, -0.39706742763519287]","[0.642464280128479, 0.357535719871521]",0.357535719871521
00010321.npy,0,0,"[-0.11669113487005234, -0.6619412899017334]","[0.6330329179763794, 0.366967111825943]",0.366967111825943
00068652.npy,1,0,"[-0.09200865775346756, -0.4820471405982971]","[0.5962919592857361, 0.4037080407142639]",0.4037080407142639
00063125.npy,1,1,"[-0.03708008676767349, 1.0915913581848145]","[0.24440637230873108, 0.7555935978889465]",0.7555935978889465
00001838.npy,1,1,"[-0.4655758738517761, -0.23345664143562317]","[0.44222933053970337, 0.5577706098556519]",0.5577706098556519
00042478.npy,0,1,"[-0.06417376548051834, -0.04545558989048004]","[0.495320588350296, 0.5046793818473816]",0.5046793818473816
00001937.npy,1,0,"[0.07263520359992981, -0.024068430066108704]","[0.5241571068763733, 0.4758429527282715]",0.4758429527282715
00062049.npy,1,1,"[-0.1562349498271942, 0.05872568488121033]","[0.4464658498764038, 0.553534209728241]",0.553534209728241
00013297.npy,1,1,"[-0.163587749004364, 0.5212699174880981]","[0.3351779878139496, 0.664821982383728]",0.664821982383728
00067643.npy,1,1,"[-0.4111254811286926, -0.11643239855766296]","[0.42685532569885254, 0.5731446743011475]",0.5731446743011475
00044517.npy,1,1,"[-2.512305498123169, -0.837974488735199]","[0.157847598195076, 0.8421524167060852]",0.8421524167060852
00055324.npy,1,1,"[-0.3142493665218353, -0.1860930323600769]","[0.46800467371940613, 0.5319952964782715]",0.5319952964782715
00061554.npy,0,0,"[-0.08375310152769089, -0.7556329965591431]","[0.6619239449501038, 0.33807605504989624]",0.33807605504989624
00004521.npy,1,0,"[-0.3725687861442566, -0.4959075450897217]","[0.5307956337928772, 0.4692043364048004]",0.4692043364048004
00022538.npy,0,0,"[0.031965844333171844, -0.39126837253570557]","[0.6042569279670715, 0.39574310183525085]",0.39574310183525085
00055146.npy,0,0,"[-0.1191479042172432, -0.3337274193763733]","[0.5534399747848511, 0.44655999541282654]",0.44655999541282654
00057312.npy,0,0,"[0.12527579069137573, -0.5318213105201721]","[0.6586079597473145, 0.34139198064804077]",0.34139198064804077
00018405.npy,1,1,"[-0.7848050594329834, 0.5238214135169983]","[0.21271680295467377, 0.787283182144165]",0.787283182144165
00003784.npy,0,0,"[0.12975499033927917, -0.5733436942100525]","[0.6688743829727173, 0.33112555742263794]",0.33112555742263794
