crop_file,true_label,pred_label,logits,softmax,goodness
00065086.npy,1,1,"[-0.08108824491500854, 0.053470999002456665]","[0.4664108455181122, 0.5335891246795654]",0.5335891246795654
00004044.npy,1,1,"[-0.37780359387397766, 0.5446852445602417]","[0.28445106744766235, 0.7155489325523376]",0.7155489325523376
00011542.npy,1,1,"[-1.0332834720611572, 1.852658748626709]","[0.05285288020968437, 0.9471470713615417]",0.9471470713615417
00067057.npy,1,1,"[-0.16299912333488464, 0.41218385100364685]","[0.3600417375564575, 0.6399582624435425]",0.6399582624435425
00013713.npy,1,1,"[-0.568263053894043, 1.06251060962677]","[0.1637244075536728, 0.8362756371498108]",0.8362756371498108
00006348.npy,1,1,"[-0.47589001059532166, 0.9232532978057861]","[0.19795209169387817, 0.8020479083061218]",0.8020479083061218
00001843.npy,1,1,"[-0.9300404787063599, 1.516768455505371]","[0.07967222481966019, 0.9203277230262756]",0.9203277230262756
00066266.npy,0,1,"[-0.49544283747673035, 0.7248139381408691]","[0.22789126634597778, 0.7721087336540222]",0.7721087336540222
00055663.npy,1,1,"[0.04531553387641907, 0.4278968870639801]","[0.4055044651031494, 0.5944955348968506]",0.5944955348968506
00056933.npy,1,1,"[0.019061625003814697, 0.477377325296402]","[0.38738545775413513, 0.6126145124435425]",0.6126145124435425
00035267.npy,0,1,"[0.19139623641967773, 0.38852789998054504]","[0.45087605714797974, 0.5491239428520203]",0.5491239428520203
00006871.npy,1,1,"[-0.05951431393623352, 0.47983989119529724]","[0.36833783984184265, 0.6316621899604797]",0.6316621899604797
00006314.npy,1,1,"[0.2302858829498291, 0.2600012719631195]","[0.49257171154022217, 0.5074282884597778]",0.5074282884597778
00035024.npy,0,1,"[-0.15270540118217468, 0.8058527708053589]","[0.2771669626235962, 0.7228330373764038]",0.7228330373764038
00036325.npy,0,1,"[0.23458272218704224, 0.43065395951271057]","[0.45113861560821533, 0.5488613247871399]",0.5488613247871399
00051250.npy,1,1,"[-0.7754476070404053, 0.7378451824188232]","[0.18045131862163544, 0.8195487260818481]",0.8195487260818481
00044374.npy,1,1,"[-0.8774454593658447, 1.381537675857544]","[0.09457740932703018, 0.905422568321228]",0.905422568321228
00019743.npy,1,1,"[0.27523037791252136, 0.4816611707210541]","[0.44857481122016907, 0.5514252185821533]",0.5514252185821533
00043380.npy,1,1,"[-0.10150760412216187, 0.3302365839481354]","[0.3937099277973175, 0.6062901020050049]",0.6062901020050049
00006141.npy,1,1,"[-0.7742950916290283, 0.9959778785705566]","[0.14550839364528656, 0.8544915914535522]",0.8544915914535522
00011791.npy,1,1,"[-1.0432097911834717, 1.4528977870941162]","[0.07613150775432587, 0.9238685369491577]",0.9238685369491577
00008953.npy,1,1,"[0.036949992179870605, 0.8478796482086182]","[0.30769243836402893, 0.6923075914382935]",0.6923075914382935
00044263.npy,1,1,"[-0.4954892098903656, 1.0300381183624268]","[0.17864903807640076, 0.8213509917259216]",0.8213509917259216
00061284.npy,1,1,"[-0.5207228660583496, 0.5383697748184204]","[0.2574828863143921, 0.7425171136856079]",0.7425171136856079
00026986.npy,1,1,"[-0.17236045002937317, 0.2489527463912964]","[0.39620256423950195, 0.603797435760498]",0.603797435760498
00061055.npy,1,1,"[-0.021038025617599487, 0.44173648953437805]","[0.3863278329372406, 0.6136721968650818]",0.6136721968650818
00061096.npy,1,1,"[0.05401162803173065, 0.5665292739868164]","[0.3746035397052765, 0.6253964900970459]",0.6253964900970459
