crop_file,true_label,pred_label,logits,softmax,goodness
00062901.npy,1,1,"[-1.2155028581619263, 0.6499824523925781]","[0.13406497240066528, 0.8659350275993347]",0.8659350275993347
00037455.npy,0,1,"[0.028163209557533264, 0.6274784803390503]","[0.35450035333633423, 0.6454996466636658]",0.6454996466636658
00022490.npy,0,1,"[0.017059601843357086, 0.07029691338539124]","[0.4866938292980194, 0.513306200504303]",0.513306200504303
00032929.npy,1,0,"[0.11466608941555023, 0.09396886825561523]","[0.5051741003990173, 0.4948258697986603]",0.4948258697986603
00058814.npy,1,1,"[0.6054471135139465, 0.9284223318099976]","[0.41995081305503845, 0.5800491571426392]",0.5800491571426392
00038375.npy,1,0,"[0.3065146505832672, 0.3025265634059906]","[0.500997006893158, 0.49900296330451965]",0.49900296330451965
00006561.npy,1,0,"[0.14761880040168762, 0.01163715124130249]","[0.5339431166648865, 0.4660568833351135]",0.4660568833351135
00062766.npy,1,1,"[-1.2216081619262695, 0.16085651516914368]","[0.20061343908309937, 0.7993865609169006]",0.7993865609169006
00039926.npy,1,0,"[0.06534639745950699, -0.06754505634307861]","[0.5331740975379944, 0.4668259620666504]",0.4668259620666504
00030764.npy,0,1,"[-0.1390606164932251, 0.03109791874885559]","[0.4575626850128174, 0.5424372553825378]",0.5424372553825378
00035040.npy,0,1,"[0.01737530529499054, 0.14749690890312195]","[0.4675154387950897, 0.5324845910072327]",0.5324845910072327
00008042.npy,1,1,"[0.0050461143255233765, 0.10038739442825317]","[0.4761827290058136, 0.5238173007965088]",0.5238173007965088
00041591.npy,1,0,"[0.6542072892189026, 0.5283693075180054]","[0.5314180254936218, 0.4685819447040558]",0.4685819447040558
00020300.npy,0,0,"[0.32583290338516235, 0.12661609053611755]","[0.5496401786804199, 0.45035985112190247]",0.45035985112190247
00062759.npy,1,1,"[-0.48712077736854553, 0.04904487729072571]","[0.3690800070762634, 0.6309200525283813]",0.6309200525283813
00007171.npy,1,1,"[-0.44757720828056335, 0.1259249448776245]","[0.36042913794517517, 0.6395708918571472]",0.6395708918571472
00007126.npy,1,1,"[-0.7760024070739746, -0.01749587059020996]","[0.31897059082984924, 0.6810293793678284]",0.6810293793678284
00024069.npy,0,1,"[0.3325996994972229, 0.42069169878959656]","[0.4779912233352661, 0.5220087766647339]",0.5220087766647339
00020309.npy,0,1,"[0.4052715599536896, 0.4815906584262848]","[0.4809294641017914, 0.5190705060958862]",0.5190705060958862
00018342.npy,1,1,"[-0.539747953414917, 0.662706732749939]","[0.23103882372379303, 0.7689611315727234]",0.7689611315727234
00052706.npy,1,1,"[-0.17028069496154785, 0.24926450848579407]","[0.3966255784034729, 0.6033744215965271]",0.6033744215965271
00035248.npy,1,1,"[0.4253529906272888, 0.6175003051757812]","[0.4521104097366333, 0.5478895902633667]",0.5478895902633667
00062490.npy,1,1,"[-0.668929934501648, -0.012335032224655151]","[0.34150493144989014, 0.6584950685501099]",0.6584950685501099
00051857.npy,0,0,"[0.0022217631340026855, -0.015881329774856567]","[0.5045256614685059, 0.49547433853149414]",0.49547433853149414
00059645.npy,0,1,"[-0.6097047328948975, 0.17914271354675293]","[0.3124161958694458, 0.6875838041305542]",0.6875838041305542
00058996.npy,1,0,"[0.2007874846458435, -0.008468717336654663]","[0.5521239638328552, 0.4478760063648224]",0.4478760063648224
00057020.npy,0,0,"[0.11350992321968079, 0.10226979851722717]","[0.502810001373291, 0.497189998626709]",0.497189998626709
00019904.npy,1,0,"[0.36128172278404236, 0.26651641726493835]","[0.5236735939979553, 0.4763264060020447]",0.4763264060020447
00007606.npy,1,1,"[-0.008960634469985962, 0.6479836702346802]","[0.34142637252807617, 0.6585736274719238]",0.6585736274719238
00057570.npy,0,0,"[0.35495078563690186, 0.17360380291938782]","[0.5452129244804382, 0.45478710532188416]",0.45478710532188416
00038721.npy,1,1,"[0.5053707957267761, 0.6878432035446167]","[0.45450806617736816, 0.5454919338226318]",0.5454919338226318
00061327.npy,1,1,"[-0.4569511115550995, 0.27036145329475403]","[0.32578474283218384, 0.6742152571678162]",0.6742152571678162
00010526.npy,1,1,"[-1.1021239757537842, 0.2185209095478058]","[0.2107110172510147, 0.7892889380455017]",0.7892889380455017
00052694.npy,1,1,"[-0.13498878479003906, 0.036370158195495605]","[0.45726481080055237, 0.54273521900177]",0.54273521900177
00019064.npy,1,0,"[0.21604230999946594, -0.024664700031280518]","[0.5598878264427185, 0.4401121139526367]",0.4401121139526367
00019796.npy,0,0,"[-0.08529386669397354, -0.15604454278945923]","[0.517680287361145, 0.482319712638855]",0.482319712638855
00003688.npy,1,1,"[-1.4513120651245117, 0.2234186828136444]","[0.15779444575309753, 0.8422055244445801]",0.8422055244445801
00023239.npy,0,0,"[0.5507881045341492, 0.3142295181751251]","[0.5588653683662415, 0.44113460183143616]",0.44113460183143616
00055763.npy,1,1,"[-0.06820575147867203, 0.41302695870399475]","[0.3819611072540283, 0.6180388927459717]",0.6180388927459717
00019792.npy,0,1,"[-0.361820787191391, 0.03781959414482117]","[0.40139874815940857, 0.598601222038269]",0.598601222038269
00018287.npy,1,1,"[-0.629540205001831, 0.8110040426254272]","[0.19146108627319336, 0.8085389137268066]",0.8085389137268066
00005057.npy,1,1,"[0.04935392737388611, 0.0749845802783966]","[0.49359267950057983, 0.5064073204994202]",0.5064073204994202
00006860.npy,0,0,"[0.3443499803543091, 0.220881849527359]","[0.5308278799057007, 0.46917209029197693]",0.46917209029197693
00031185.npy,0,0,"[0.36520907282829285, -0.0044095516204833984]","[0.5913668274879456, 0.40863320231437683]",0.40863320231437683
00004653.npy,1,1,"[-1.5570704936981201, 0.40866872668266296]","[0.12284727394580841, 0.8771527409553528]",0.8771527409553528
00019300.npy,1,0,"[0.512425422668457, 0.26009443402290344]","[0.5627501606941223, 0.4372498691082001]",0.4372498691082001
00062398.npy,1,1,"[-0.17599105834960938, -0.08666537702083588]","[0.477683424949646, 0.522316575050354]",0.522316575050354
00007297.npy,1,1,"[-0.956581711769104, 0.3644813001155853]","[0.21064147353172302, 0.7893585562705994]",0.7893585562705994
00019196.npy,1,0,"[0.22033733129501343, 0.07817479968070984]","[0.5354809165000916, 0.46451911330223083]",0.46451911330223083
00042082.npy,0,0,"[0.501564621925354, 0.16288116574287415]","[0.5838707089424133, 0.41612935066223145]",0.41612935066223145
00034323.npy,0,1,"[0.3758576214313507, 1.159303069114685]","[0.313577800989151, 0.6864222288131714]",0.6864222288131714
00010327.npy,0,0,"[0.2676931619644165, 0.14678224921226501]","[0.5301909446716309, 0.46980902552604675]",0.46980902552604675
00019971.npy,1,0,"[0.34415721893310547, 0.06028836965560913]","[0.5704944729804993, 0.4295055568218231]",0.4295055568218231
00001708.npy,1,1,"[-0.40995529294013977, 0.009336680173873901]","[0.3966861963272095, 0.6033138036727905]",0.6033138036727905
00032781.npy,0,1,"[0.02835012599825859, 0.13889247179031372]","[0.4723925292491913, 0.5276075005531311]",0.5276075005531311
00003353.npy,1,1,"[-0.8677307367324829, 0.033413589000701904]","[0.2888154089450836, 0.7111846208572388]",0.7111846208572388
00032759.npy,0,0,"[0.2231561243534088, 0.155364990234375]","[0.5169413089752197, 0.4830586910247803]",0.4830586910247803
00058893.npy,0,1,"[0.11284026503562927, 0.16258299350738525]","[0.48756688833236694, 0.5124331116676331]",0.5124331116676331
00057977.npy,0,1,"[-0.2668960392475128, 0.06990280747413635]","[0.41658732295036316, 0.5834127068519592]",0.5834127068519592
00020802.npy,0,0,"[0.4968832731246948, 0.3490334451198578]","[0.5368952751159668, 0.4631047248840332]",0.4631047248840332
00059043.npy,1,0,"[0.6255291700363159, 0.40250685811042786]","[0.5555256009101868, 0.44447436928749084]",0.44447436928749084
00021780.npy,1,0,"[0.39480268955230713, 0.2073661983013153]","[0.546722412109375, 0.453277587890625]",0.453277587890625
00010063.npy,1,1,"[-0.33091533184051514, 0.10368973016738892]","[0.39302724599838257, 0.6069728136062622]",0.6069728136062622
00040656.npy,0,1,"[-0.14759084582328796, -0.06929023563861847]","[0.4804348349571228, 0.5195651650428772]",0.5195651650428772
00030527.npy,1,1,"[0.7086716890335083, 1.016930103302002]","[0.4235399067401886, 0.576460063457489]",0.576460063457489
00010136.npy,1,1,"[-0.9198935031890869, 0.22008994221687317]","[0.24232341349124908, 0.7576766014099121]",0.7576766014099121
00056640.npy,0,1,"[-0.7894338965415955, -0.18910038471221924]","[0.354267418384552, 0.6457326412200928]",0.6457326412200928
00022700.npy,1,0,"[0.3371939957141876, 0.319253534078598]","[0.504485011100769, 0.49551501870155334]",0.49551501870155334
00002443.npy,1,1,"[-0.4845166504383087, 0.2086590826511383]","[0.3333269953727722, 0.6666730046272278]",0.6666730046272278
00065066.npy,1,1,"[0.008338265120983124, 0.033453553915023804]","[0.49372148513793945, 0.5062785148620605]",0.5062785148620605
00019588.npy,1,1,"[0.21274703741073608, 0.2337566316127777]","[0.4947477877140045, 0.5052522420883179]",0.5052522420883179
00019512.npy,1,0,"[0.13560013473033905, 0.11935514211654663]","[0.5040611624717712, 0.49593886733055115]",0.49593886733055115
00039117.npy,1,1,"[0.3582266867160797, 0.750993013381958]","[0.40305155515670776, 0.5969484448432922]",0.5969484448432922
00021950.npy,0,1,"[-0.5091992020606995, 0.11442804336547852]","[0.34895697236061096, 0.6510430574417114]",0.6510430574417114
00010056.npy,0,0,"[0.5545346140861511, 0.1381743848323822]","[0.6026119589805603, 0.3973880708217621]",0.3973880708217621
00061070.npy,0,0,"[0.5140278339385986, 0.4335840046405792]","[0.5201001167297363, 0.47989988327026367]",0.47989988327026367
00005180.npy,1,1,"[-0.7994405031204224, 0.05022960901260376]","[0.29950207471847534, 0.7004978656768799]",0.7004978656768799
00003488.npy,1,1,"[-2.7515950202941895, 1.0057708024978638]","[0.02281259559094906, 0.97718745470047]",0.97718745470047
00004341.npy,1,1,"[-0.1242089495062828, 0.07483461499214172]","[0.45040273666381836, 0.5495972037315369]",0.5495972037315369
00002919.npy,1,1,"[-0.3961910009384155, 0.04981279373168945]","[0.3903113305568695, 0.6096886992454529]",0.6096886992454529
00058322.npy,0,1,"[-0.08534615486860275, 0.12484532594680786]","[0.44764477014541626, 0.5523552298545837]",0.5523552298545837
00005012.npy,0,0,"[0.6069996953010559, 0.4074006974697113]","[0.5497347116470337, 0.4502652585506439]",0.4502652585506439
00062725.npy,0,0,"[0.4659478962421417, 0.40121957659721375]","[0.5161764025688171, 0.4838235378265381]",0.4838235378265381
00036475.npy,0,1,"[0.131088986992836, 0.2985851466655731]","[0.4582235515117645, 0.5417764186859131]",0.5417764186859131
00061364.npy,1,1,"[-0.3047192096710205, 0.1444711685180664]","[0.3895532786846161, 0.6104466915130615]",0.6104466915130615
00041443.npy,0,0,"[0.236748605966568, 0.11597132682800293]","[0.5301576256752014, 0.4698423147201538]",0.4698423147201538
00004440.npy,1,1,"[-0.4170375168323517, 0.19510787725448608]","[0.3515699505805969, 0.6484300494194031]",0.6484300494194031
00066043.npy,1,1,"[0.20928651094436646, 0.5808068513870239]","[0.40817371010780334, 0.591826319694519]",0.591826319694519
00001861.npy,1,1,"[-0.16274717450141907, 0.4709472954273224]","[0.34667330980300903, 0.6533267498016357]",0.6533267498016357
00055430.npy,1,1,"[-0.5078991651535034, 0.14468199014663696]","[0.34240812063217163, 0.6575918793678284]",0.6575918793678284
00019604.npy,0,1,"[-1.0058283805847168e-05, 0.19378963112831116]","[0.4517011344432831, 0.5482988357543945]",0.5482988357543945
00042165.npy,0,0,"[0.30784979462623596, 0.06353074312210083]","[0.5607777237892151, 0.4392222762107849]",0.4392222762107849
00022196.npy,0,1,"[-0.3624238967895508, 0.009857505559921265]","[0.40798988938331604, 0.5920100808143616]",0.5920100808143616
00064760.npy,0,0,"[0.21218335628509521, 0.05289125442504883]","[0.5397390127182007, 0.46026095747947693]",0.46026095747947693
00022191.npy,0,0,"[0.004026137292385101, -0.12033557891845703]","[0.531050443649292, 0.468949556350708]",0.468949556350708
00037522.npy,1,1,"[0.24959686398506165, 0.44626203179359436]","[0.45099157094955444, 0.5490084290504456]",0.5490084290504456
00008162.npy,1,1,"[-0.6976472735404968, 0.29182592034339905]","[0.2710161507129669, 0.7289838194847107]",0.7289838194847107
00002076.npy,1,1,"[-0.9978700876235962, 0.3798880875110626]","[0.20136931538581848, 0.7986307144165039]",0.7986307144165039
00057178.npy,0,1,"[-0.2784900665283203, -0.014550060033798218]","[0.4343954026699066, 0.565604567527771]",0.565604567527771
00010402.npy,0,0,"[0.21386027336120605, -0.04951368272304535]","[0.56546550989151, 0.43453449010849]",0.43453449010849
00005859.npy,1,1,"[-0.6418344378471375, 0.24456557631492615]","[0.29185330867767334, 0.7081466913223267]",0.7081466913223267
00037816.npy,1,1,"[0.4856095612049103, 1.254210114479065]","[0.3167819082736969, 0.6832181215286255]",0.6832181215286255
00066541.npy,1,1,"[-0.12720179557800293, 0.6632388830184937]","[0.31207403540611267, 0.6879259347915649]",0.6879259347915649
00062557.npy,1,0,"[0.3241002857685089, 0.22117117047309875]","[0.5257095694541931, 0.4742904007434845]",0.4742904007434845
00038629.npy,1,0,"[0.4723297655582428, 0.33734163641929626]","[0.5336958765983582, 0.46630412340164185]",0.46630412340164185
00032485.npy,1,0,"[0.6773995161056519, 0.26844272017478943]","[0.6008377075195312, 0.39916226267814636]",0.39916226267814636
00041271.npy,1,0,"[0.4792053997516632, 0.20662781596183777]","[0.5677255988121033, 0.4322744309902191]",0.4322744309902191
