crop_file,true_label,pred_label,logits,softmax,goodness
00026900.npy,0,1,"[-0.7149460911750793, -0.608579158782959]","[0.47343331575393677, 0.5265666842460632]",0.5265666842460632
00004046.npy,1,1,"[-0.5512329339981079, -0.38109779357910156]","[0.45756852626800537, 0.5424314737319946]",0.5424314737319946
00063713.npy,1,1,"[-0.7850567102432251, -0.3724552392959595]","[0.3982884883880615, 0.6017115116119385]",0.6017115116119385
00032622.npy,0,0,"[-0.28079062700271606, -0.30654293298721313]","[0.5064377188682556, 0.493562251329422]",0.493562251329422
00019387.npy,0,1,"[-1.185915470123291, -0.5794937014579773]","[0.35287585854530334, 0.6471241116523743]",0.6471241116523743
00026032.npy,1,1,"[-0.7241324782371521, -0.5856624841690063]","[0.46543771028518677, 0.5345622897148132]",0.5345622897148132
00011731.npy,1,1,"[-0.5330557823181152, -0.28230947256088257]","[0.43763983249664307, 0.5623601675033569]",0.5623601675033569
00019420.npy,0,0,"[-0.15693128108978271, -0.33677467703819275]","[0.5448400378227234, 0.4551599323749542]",0.4551599323749542
00052684.npy,0,1,"[-0.7303293347358704, -0.30768778920173645]","[0.39588481187820435, 0.6041151881217957]",0.6041151881217957
00010143.npy,1,1,"[-0.9634426832199097, -0.5412087440490723]","[0.3959822952747345, 0.6040176749229431]",0.6040176749229431
00055727.npy,1,1,"[-1.0946650505065918, -0.6274470090866089]","[0.3852749168872833, 0.6147251129150391]",0.6147251129150391
00027500.npy,0,0,"[0.021457955241203308, -0.3502652943134308]","[0.5918752551078796, 0.4081246852874756]",0.4081246852874756
00062700.npy,1,1,"[-1.232174277305603, -0.3499542474746704]","[0.29271793365478516, 0.7072820067405701]",0.7072820067405701
00007429.npy,1,1,"[-0.39568209648132324, -0.20768463611602783]","[0.4531385600566864, 0.5468614101409912]",0.5468614101409912
00006213.npy,0,1,"[-0.22316870093345642, -0.18237316608428955]","[0.4898025393486023, 0.5101974606513977]",0.5101974606513977
00064128.npy,1,0,"[-0.26351621747016907, -0.4085027575492859]","[0.5361832976341248, 0.46381673216819763]",0.46381673216819763
00035087.npy,0,1,"[-0.8692764043807983, -0.6735279560089111]","[0.45121854543685913, 0.5487814545631409]",0.5487814545631409
00007188.npy,1,1,"[-0.782249391078949, -0.09335468709468842]","[0.33427903056144714, 0.6657209992408752]",0.6657209992408752
00004382.npy,1,1,"[-0.463352769613266, -0.20083175599575043]","[0.43474408984184265, 0.5652559399604797]",0.5652559399604797
00055466.npy,1,1,"[-0.6341165900230408, -0.17005661129951477]","[0.3860231339931488, 0.6139768362045288]",0.6139768362045288
00051461.npy,0,1,"[-0.2935752272605896, -0.1166098490357399]","[0.4558737277984619, 0.5441262125968933]",0.5441262125968933
00057258.npy,1,1,"[-0.8490269780158997, -0.48197969794273376]","[0.40925469994544983, 0.5907452702522278]",0.5907452702522278
00002698.npy,1,1,"[-0.42235085368156433, -0.22221004962921143]","[0.4501311779022217, 0.5498688817024231]",0.5498688817024231
00044318.npy,1,1,"[-1.0759409666061401, -0.5653554201126099]","[0.37505626678466797, 0.6249436736106873]",0.6249436736106873
00064253.npy,0,1,"[-0.5894269943237305, -0.31616345047950745]","[0.432106077671051, 0.567893922328949]",0.567893922328949
00052613.npy,1,0,"[-0.04508313909173012, -0.10093928873538971]","[0.5139604210853577, 0.48603957891464233]",0.48603957891464233
00011501.npy,0,1,"[-0.6167169213294983, -0.16877922415733337]","[0.3898512125015259, 0.6101487874984741]",0.6101487874984741
00037470.npy,1,1,"[-0.4593510627746582, -0.36703798174858093]","[0.4769380986690521, 0.5230618715286255]",0.5230618715286255
00001187.npy,1,1,"[-0.6560843586921692, -0.4132730960845947]","[0.43959370255470276, 0.5604063272476196]",0.5604063272476196
00034767.npy,0,0,"[-0.29142123460769653, -0.5008196830749512]","[0.5521591901779175, 0.4478408396244049]",0.4478408396244049
00040436.npy,1,1,"[-0.6277663707733154, -0.41625478863716125]","[0.4473183751106262, 0.5526816248893738]",0.5526816248893738
00066527.npy,0,1,"[-0.36384114623069763, -0.31649601459503174]","[0.4881659150123596, 0.5118340849876404]",0.5118340849876404
00012373.npy,0,1,"[-0.6651952266693115, -0.541860044002533]","[0.46920523047447205, 0.5307947993278503]",0.5307947993278503
00056774.npy,1,0,"[-0.24416983127593994, -0.34538692235946655]","[0.5252826809883118, 0.47471731901168823]",0.47471731901168823
00058588.npy,0,1,"[-0.46279004216194153, -0.4362989068031311]","[0.49337759613990784, 0.5066223740577698]",0.5066223740577698
00006749.npy,0,0,"[-0.23206210136413574, -0.33812034130096436]","[0.5264897346496582, 0.4735102653503418]",0.4735102653503418
00014847.npy,1,1,"[-0.4506087303161621, -0.2955127954483032]","[0.46130356192588806, 0.5386964678764343]",0.5386964678764343
00059945.npy,0,1,"[-0.8036954402923584, -0.47437044978141785]","[0.41840487718582153, 0.5815951228141785]",0.5815951228141785
00027013.npy,0,0,"[-0.21876934170722961, -0.32500994205474854]","[0.5265352129936218, 0.4734647870063782]",0.4734647870063782
00065240.npy,0,1,"[-0.612236499786377, -0.17330332100391388]","[0.39199522137641907, 0.6080048084259033]",0.6080048084259033
00042253.npy,0,0,"[-0.11932220309972763, -0.3617652654647827]","[0.5603156089782715, 0.43968436121940613]",0.43968436121940613
00011527.npy,1,1,"[-0.659188449382782, -0.37500298023223877]","[0.42942795157432556, 0.570572018623352]",0.570572018623352
00009651.npy,1,1,"[-0.9141151905059814, -0.35905390977859497]","[0.36469095945358276, 0.6353090405464172]",0.6353090405464172
