crop_file,true_label,pred_label,logits,softmax,goodness
00052532.npy,1,1,"[-0.665380597114563, -0.2485700100660324]","[0.39728018641471863, 0.602719783782959]",0.602719783782959
00021951.npy,0,1,"[-0.3749634623527527, -0.04782009869813919]","[0.4189358651638031, 0.5810641646385193]",0.5810641646385193
00055781.npy,1,1,"[-0.796358585357666, -0.1539357751607895]","[0.34469905495643616, 0.6553009152412415]",0.6553009152412415
00021999.npy,0,1,"[-0.6663363575935364, -0.30487948656082153]","[0.4106069505214691, 0.5893930792808533]",0.5893930792808533
00035582.npy,1,1,"[-0.20108291506767273, 0.0341075174510479]","[0.4414719343185425, 0.5585280656814575]",0.5585280656814575
00004859.npy,1,1,"[-0.1487596184015274, 0.1555405557155609]","[0.42450660467147827, 0.5754933953285217]",0.5754933953285217
00034711.npy,0,1,"[-0.6570504307746887, -0.4672728478908539]","[0.4526974856853485, 0.5473024845123291]",0.5473024845123291
00010303.npy,1,1,"[-0.22932463884353638, 0.122414231300354]","[0.41296082735061646, 0.5870391726493835]",0.5870391726493835
00059469.npy,1,1,"[-0.7319371700286865, -0.3353586792945862]","[0.4021346867084503, 0.5978653430938721]",0.5978653430938721
00009550.npy,0,1,"[-0.6694584488868713, -0.23813064396381378]","[0.39380931854248047, 0.6061906814575195]",0.6061906814575195
00055894.npy,1,1,"[-0.711304783821106, -0.014809617772698402]","[0.3325897753238678, 0.6674102544784546]",0.6674102544784546
00031202.npy,0,1,"[-0.4803318977355957, -0.12175293266773224]","[0.4113035798072815, 0.5886963605880737]",0.5886963605880737
00034767.npy,1,1,"[-0.6433497071266174, 0.0645952969789505]","[0.33005309104919434, 0.6699469685554504]",0.6699469685554504
00057267.npy,0,1,"[-0.39280980825424194, -0.104212686419487]","[0.42834731936454773, 0.5716526508331299]",0.5716526508331299
00007412.npy,1,1,"[-1.0043741464614868, -0.7133315205574036]","[0.4277486503124237, 0.5722513794898987]",0.5722513794898987
00041893.npy,1,1,"[-0.7617920637130737, -0.25696128606796265]","[0.37640610337257385, 0.6235939264297485]",0.6235939264297485
00059818.npy,0,1,"[-0.06420064717531204, -0.024575794115662575]","[0.4900951087474823, 0.5099049210548401]",0.5099049210548401
00051720.npy,1,1,"[-0.7185104489326477, -0.3199707269668579]","[0.40166324377059937, 0.5983367562294006]",0.5983367562294006
00023386.npy,0,1,"[-0.48475444316864014, -0.34876933693885803]","[0.4660559892654419, 0.5339439511299133]",0.5339439511299133
00052132.npy,1,1,"[-0.6489889621734619, -0.4032808542251587]","[0.43888014554977417, 0.5611198544502258]",0.5611198544502258
00036576.npy,0,1,"[-0.5177267789840698, -0.2156740427017212]","[0.42505574226379395, 0.574944257736206]",0.574944257736206
00064462.npy,0,1,"[-0.3769858479499817, -0.21744805574417114]","[0.46019992232322693, 0.5398000478744507]",0.5398000478744507
00063293.npy,1,1,"[-0.3531731963157654, 0.14930365979671478]","[0.3769587576389313, 0.6230412125587463]",0.6230412125587463
00061119.npy,0,1,"[-0.6515645384788513, -0.41160812973976135]","[0.44029709696769714, 0.5597029328346252]",0.5597029328346252
00034290.npy,1,1,"[-0.48512881994247437, -0.21644984185695648]","[0.4332314431667328, 0.5667685866355896]",0.5667685866355896
00034776.npy,1,1,"[-0.621869683265686, -0.10581572353839874]","[0.3737754225730896, 0.6262245774269104]",0.6262245774269104
00035399.npy,1,1,"[-0.7296233177185059, -0.5332044363021851]","[0.45105254650115967, 0.5489474534988403]",0.5489474534988403
00023839.npy,0,1,"[-0.13643904030323029, 0.12557706236839294]","[0.434868186712265, 0.5651318430900574]",0.5651318430900574
