crop_file,true_label,pred_label,logits,softmax,goodness
00030751.npy,1,1,"[0.11632847785949707, 0.4170953035354614]","[0.42537006735801697, 0.5746299624443054]",0.5746299624443054
00008661.npy,1,0,"[0.1654529571533203, -0.03565703332424164]","[0.5501087307929993, 0.44989126920700073]",0.44989126920700073
00011744.npy,1,1,"[-0.47052955627441406, -0.11031311750411987]","[0.41090717911720276, 0.5890928506851196]",0.5890928506851196
00012601.npy,1,1,"[-0.2593817114830017, 0.20719057321548462]","[0.385427862405777, 0.6145721673965454]",0.6145721673965454
00043181.npy,1,1,"[-0.1525404006242752, 0.21085256338119507]","[0.41013845801353455, 0.5898615717887878]",0.5898615717887878
00042018.npy,0,1,"[-0.2080678939819336, 0.38407033681869507]","[0.35614439845085144, 0.643855631351471]",0.643855631351471
00037240.npy,1,1,"[-0.14880569279193878, 0.03597814589738846]","[0.45393502712249756, 0.5460649728775024]",0.5460649728775024
00023062.npy,1,1,"[0.0533958375453949, 0.37659770250320435]","[0.41989561915397644, 0.5801043510437012]",0.5801043510437012
00058002.npy,1,1,"[-0.37308114767074585, -0.12014777958393097]","[0.4371016323566437, 0.5628983378410339]",0.5628983378410339
00040455.npy,0,0,"[-0.01498209685087204, -0.12746405601501465]","[0.5280908942222595, 0.4719091057777405]",0.4719091057777405
00063971.npy,1,1,"[-0.34519481658935547, 0.21632084250450134]","[0.36319684982299805, 0.636803150177002]",0.636803150177002
00064047.npy,1,1,"[-0.6056076884269714, 0.24584555625915527]","[0.29912808537483215, 0.7008718848228455]",0.7008718848228455
00061519.npy,1,1,"[-0.42039602994918823, 0.001750163733959198]","[0.3960033059120178, 0.6039966940879822]",0.6039966940879822
00020027.npy,0,1,"[0.13205094635486603, 0.4973992109298706]","[0.4096655249595642, 0.5903344750404358]",0.5903344750404358
00027955.npy,0,1,"[0.0802379846572876, 0.16967342793941498]","[0.4776560366153717, 0.5223439931869507]",0.5223439931869507
00001389.npy,1,1,"[-0.2552931308746338, 0.16016483306884766]","[0.3976041078567505, 0.6023958325386047]",0.6023958325386047
00060780.npy,0,1,"[-0.20220670104026794, 0.46650564670562744]","[0.33878520131111145, 0.6612148284912109]",0.6612148284912109
00030481.npy,1,1,"[-0.16888603568077087, -0.16420064866542816]","[0.498828649520874, 0.501171350479126]",0.501171350479126
00041279.npy,0,0,"[0.0641590803861618, 0.06380447745323181]","[0.500088632106781, 0.4999113380908966]",0.4999113380908966
00003223.npy,0,1,"[-0.4154963493347168, -0.13161277770996094]","[0.4295019209384918, 0.5704980492591858]",0.5704980492591858
00040544.npy,0,0,"[0.2892404794692993, 0.03153183311223984]","[0.5640729665756226, 0.43592706322669983]",0.43592706322669983
00018380.npy,1,1,"[0.08170312643051147, 0.3770986795425415]","[0.4266834855079651, 0.5733165144920349]",0.5733165144920349
00064372.npy,0,1,"[0.20457391440868378, 0.42132729291915894]","[0.44602280855178833, 0.5539771318435669]",0.5539771318435669
00067813.npy,0,1,"[0.16122211515903473, 0.5752361416816711]","[0.39795005321502686, 0.6020500063896179]",0.6020500063896179
00037526.npy,1,1,"[0.15306328237056732, 0.36780232191085815]","[0.4465205669403076, 0.5534793734550476]",0.5534793734550476
00023294.npy,1,1,"[-0.03838953748345375, 0.018766075372695923]","[0.48571500182151794, 0.5142850279808044]",0.5142850279808044
00009301.npy,1,1,"[0.1189725399017334, 0.3594253659248352]","[0.44017475843429565, 0.5598252415657043]",0.5598252415657043
00027881.npy,0,1,"[-0.01784888654947281, 0.23404738306999207]","[0.4373568296432495, 0.5626431703567505]",0.5626431703567505
